trial_num,data_segment,violation,shape,container,obj_width,container_width,obj_height,container_height,rand_violation_choice
1479,train,False,Cylinder,box,0.8,1.3,1.4,1.3,N.A.
1480,train,False,Cylinder,box,0.8,0.9,1.4,0.9,N.A.
1481,train,False,Torus,mug,0.4,0.9,0.6,0.7,N.A.
1482,train,False,Side_Cylinder,box,1.2,1.1,0.8,1.3,N.A.
1483,train,False,Side_Cylinder,mug,1.0,0.9,1.2,0.9,N.A.
1484,train,False,Cone,box,1.2,1.5,0.8,1.3,N.A.
1485,train,False,Cube,mug,0.8,1.1,0.8,0.5,N.A.
1486,train,False,Cube,box,0.4,0.7,0.8,1.1,N.A.
1487,train,False,Inverted_Cone,box,0.6,1.3,1.0,1.1,N.A.
1488,train,False,Cylinder,box,0.4,1.3,0.4,0.5,N.A.
1489,train,False,Cube,mug,0.4,1.5,0.6,0.7,N.A.
1490,train,False,Cone,box,1.0,0.7,1.0,1.3,N.A.
1491,train,False,Inverted_Cone,box,0.8,1.1,1.4,1.3,N.A.
1492,train,False,Cone,box,1.2,1.1,0.6,0.9,N.A.
1493,train,False,Cube,box,1.2,1.1,0.4,1.3,N.A.
1494,train,False,Torus,mug,1.0,1.1,0.4,0.5,N.A.
1495,train,False,Cylinder,mug,1.4,1.3,0.6,1.3,N.A.
1496,train,False,Cylinder,mug,1.4,1.1,1.2,0.9,N.A.
1497,train,False,Sphere,mug,1.2,1.3,0.4,1.1,N.A.
1498,train,False,Cone,box,1.4,1.1,0.6,1.1,N.A.
1499,train,False,Sphere,mug,1.0,0.7,1.0,0.5,N.A.
1500,train,False,Inverted_Cone,mug,0.4,0.7,0.8,0.9,N.A.
1501,train,False,Torus,mug,1.2,1.3,1.0,1.3,N.A.
1502,train,False,Cone,box,1.0,1.5,1.2,1.3,N.A.
1503,train,False,Sphere,mug,0.4,1.1,1.4,0.7,N.A.
1504,train,False,Sphere,box,0.4,1.3,0.4,1.1,N.A.
1505,train,False,Sphere,box,1.0,0.7,0.4,1.3,N.A.
1506,train,False,Cube,box,0.6,1.1,1.0,0.9,N.A.
1507,train,False,Inverted_Cone,mug,0.4,1.5,0.4,0.7,N.A.
1508,train,False,Cylinder,mug,0.8,0.9,1.4,1.1,N.A.
1509,train,False,Cube,box,0.8,1.5,1.4,0.9,N.A.
1510,train,False,Cone,mug,0.6,1.3,0.8,0.5,N.A.
1511,train,False,Cone,box,1.0,1.1,1.2,0.7,N.A.
1512,train,False,Cylinder,box,0.8,0.7,1.4,1.1,N.A.
1513,train,False,Side_Cylinder,mug,0.6,1.5,0.8,0.7,N.A.
1514,train,False,Cone,mug,1.2,1.3,0.6,0.9,N.A.
1515,train,False,Side_Cylinder,mug,0.6,1.1,0.6,1.1,N.A.
1516,train,False,Cone,box,1.2,1.5,1.4,0.9,N.A.
1517,train,False,Cone,mug,1.0,1.1,0.8,1.3,N.A.
1518,train,False,Cube,mug,0.6,1.5,1.2,1.3,N.A.
1519,train,False,Cube,box,0.6,0.7,1.2,0.7,N.A.
1520,train,False,Side_Cylinder,box,0.8,0.7,1.4,0.9,N.A.
1521,train,False,Torus,box,0.6,1.1,0.8,0.7,N.A.
1522,train,False,Torus,mug,1.2,0.7,1.4,0.7,N.A.
1523,train,False,Torus,box,0.4,1.1,1.4,1.1,N.A.
1524,train,False,Cone,mug,1.4,0.9,1.4,1.3,N.A.
1525,train,False,Sphere,mug,1.2,0.9,1.2,1.3,N.A.
1526,train,False,Side_Cylinder,box,0.4,1.3,0.4,1.3,N.A.
1527,train,False,Cone,box,0.8,0.7,0.8,0.7,N.A.
1528,train,False,Inverted_Cone,box,0.6,1.5,1.0,1.1,N.A.
1529,train,False,Side_Cylinder,mug,0.4,0.9,1.2,1.3,N.A.
1530,train,False,Side_Cylinder,box,1.4,1.5,1.4,1.1,N.A.
1531,train,False,Torus,box,1.2,1.3,1.0,0.5,N.A.
1532,train,False,Cone,mug,1.2,1.1,0.8,1.3,N.A.
1533,train,False,Cone,mug,0.4,1.5,0.6,1.1,N.A.
1534,train,False,Cone,mug,1.2,1.3,0.4,0.9,N.A.
1535,train,False,Side_Cylinder,box,0.6,1.3,1.4,0.5,N.A.
1536,train,False,Inverted_Cone,mug,1.2,1.1,0.8,0.5,N.A.
1537,train,False,Cone,box,1.2,1.3,0.6,1.3,N.A.
1538,train,False,Torus,box,0.6,1.1,1.2,1.3,N.A.
1539,train,False,Sphere,mug,1.0,1.1,0.6,0.5,N.A.
1540,train,False,Cone,box,0.4,1.1,1.0,1.3,N.A.
1541,train,False,Torus,box,1.2,1.5,1.2,0.5,N.A.
1542,train,False,Inverted_Cone,box,1.4,1.3,0.6,0.5,N.A.
1543,train,False,Torus,mug,1.0,1.1,1.2,1.1,N.A.
1544,train,False,Cylinder,box,1.0,1.1,1.4,0.5,N.A.
1545,train,False,Side_Cylinder,box,1.4,1.1,0.6,1.3,N.A.
1546,train,False,Inverted_Cone,mug,1.2,0.9,1.4,0.5,N.A.
1547,train,False,Side_Cylinder,box,0.6,0.9,1.0,0.5,N.A.
1548,train,False,Cylinder,mug,1.2,1.3,0.4,1.3,N.A.
1549,train,False,Cylinder,mug,0.8,1.3,1.4,0.7,N.A.
1550,train,False,Cylinder,box,1.0,0.9,0.4,0.5,N.A.
1551,train,False,Side_Cylinder,box,0.6,1.1,0.6,0.5,N.A.
1552,train,False,Sphere,mug,0.4,1.5,1.4,1.3,N.A.
1553,train,False,Cylinder,box,1.0,1.3,1.2,1.3,N.A.
1554,train,False,Cylinder,box,0.6,0.9,1.2,1.1,N.A.
1555,train,False,Sphere,box,0.4,0.7,0.6,0.9,N.A.
1556,train,False,Side_Cylinder,box,0.8,0.7,0.4,1.1,N.A.
1557,train,False,Cone,mug,0.4,1.1,0.6,0.9,N.A.
1558,train,False,Torus,box,1.2,1.5,1.0,0.5,N.A.
1559,train,False,Cone,mug,0.8,0.7,1.2,1.3,N.A.
1560,train,False,Torus,box,1.2,1.3,1.4,0.7,N.A.
1561,train,False,Torus,box,0.4,0.7,0.4,0.7,N.A.
1562,train,False,Inverted_Cone,box,1.0,0.9,1.0,0.9,N.A.
1563,train,False,Sphere,box,0.8,0.7,1.4,0.5,N.A.
1564,train,False,Cone,box,1.0,1.1,0.4,0.5,N.A.
1565,train,False,Cone,box,1.2,1.1,1.0,1.3,N.A.
1566,train,False,Cube,box,0.8,1.1,1.0,0.9,N.A.
1567,train,False,Cone,box,0.6,0.7,0.6,1.1,N.A.
1568,train,False,Sphere,box,0.4,1.3,0.8,0.5,N.A.
1569,train,False,Sphere,box,1.2,0.9,0.8,0.9,N.A.
1570,train,False,Sphere,box,1.2,1.3,0.8,1.1,N.A.
1571,train,False,Cylinder,box,0.8,1.3,0.6,1.3,N.A.
1572,train,False,Cube,mug,1.0,1.5,1.0,1.3,N.A.
1573,train,False,Sphere,mug,1.0,0.9,0.8,0.7,N.A.
1574,train,False,Cone,box,1.2,1.5,0.4,0.5,N.A.
1575,train,False,Cone,box,0.6,0.9,1.2,0.9,N.A.
1576,train,False,Cone,box,0.4,0.9,1.0,0.9,N.A.
1577,train,False,Inverted_Cone,mug,0.6,1.5,1.0,0.9,N.A.
1578,train,False,Torus,box,1.4,1.3,1.4,0.7,N.A.
1579,train,False,Cube,box,0.6,1.1,1.4,0.7,N.A.
1580,train,False,Cube,mug,0.4,1.5,0.4,0.5,N.A.
1581,train,False,Torus,box,1.0,1.1,0.4,0.7,N.A.
1582,train,False,Cube,box,0.8,0.7,1.4,0.5,N.A.
1583,train,False,Inverted_Cone,box,1.0,1.3,0.6,1.3,N.A.
1584,train,False,Sphere,mug,1.2,1.3,0.6,1.1,N.A.
1585,train,False,Cube,box,1.0,1.1,0.6,1.3,N.A.
1586,train,False,Cylinder,box,1.2,0.9,1.0,0.7,N.A.
1587,train,False,Cylinder,mug,0.8,1.3,0.8,1.3,N.A.
1588,train,False,Side_Cylinder,box,0.6,0.7,0.6,1.1,N.A.
1589,train,False,Torus,box,1.2,1.3,1.0,1.1,N.A.
1590,train,False,Torus,box,1.0,1.3,1.4,0.7,N.A.
1591,train,False,Cube,box,1.2,1.1,1.4,0.7,N.A.
1592,train,False,Torus,box,0.6,0.9,1.2,0.9,N.A.
1593,train,False,Cylinder,mug,1.4,0.7,0.6,1.1,N.A.
1594,train,False,Cylinder,box,0.4,0.7,1.4,1.3,N.A.
1595,train,False,Cylinder,box,0.8,1.1,1.4,0.5,N.A.
1596,train,False,Torus,mug,0.6,0.7,0.6,1.3,N.A.
1597,train,False,Torus,box,1.2,0.7,0.8,1.1,N.A.
1598,train,False,Cylinder,box,0.6,1.5,0.6,0.7,N.A.
1599,train,False,Cylinder,box,0.6,0.7,1.4,1.1,N.A.
1600,train,False,Inverted_Cone,box,1.2,0.9,1.4,1.1,N.A.
1601,train,False,Cylinder,mug,1.0,1.5,1.2,0.5,N.A.
1602,train,False,Sphere,mug,0.6,1.1,0.8,0.7,N.A.
1603,train,False,Inverted_Cone,mug,0.4,1.5,1.0,1.1,N.A.
1604,train,False,Inverted_Cone,box,1.4,1.5,0.6,0.7,N.A.
1605,train,False,Cone,box,1.4,1.1,0.8,0.9,N.A.
1606,train,False,Side_Cylinder,box,1.0,1.3,0.4,1.1,N.A.
1607,train,False,Torus,box,0.8,1.1,0.6,0.7,N.A.
1608,train,False,Inverted_Cone,mug,0.6,0.7,0.8,1.1,N.A.
1609,train,False,Torus,box,1.4,1.3,0.6,1.1,N.A.
1610,train,False,Cube,box,1.2,0.9,1.0,0.9,N.A.
1611,train,False,Cylinder,box,1.4,0.7,1.2,0.5,N.A.
1612,train,False,Cone,box,1.2,1.5,0.8,0.9,N.A.
1613,train,False,Cube,box,1.2,1.1,1.0,1.3,N.A.
1614,train,False,Side_Cylinder,mug,1.4,1.5,0.8,1.3,N.A.
1615,train,False,Inverted_Cone,mug,1.4,0.9,0.6,0.5,N.A.
1616,train,False,Cylinder,mug,0.6,1.5,0.4,0.5,N.A.
1617,train,False,Torus,box,0.8,1.5,1.4,0.7,N.A.
1618,train,False,Side_Cylinder,mug,1.0,1.5,1.4,0.5,N.A.
1619,train,False,Cone,box,1.2,1.1,1.2,0.9,N.A.
1620,train,False,Cube,mug,0.4,0.7,0.4,0.5,N.A.
1621,train,False,Torus,box,1.4,1.3,0.6,0.5,N.A.
1622,train,False,Cube,box,1.0,1.3,0.8,0.5,N.A.
1623,train,False,Cylinder,box,1.4,1.3,0.6,0.5,N.A.
1624,train,False,Side_Cylinder,mug,1.0,1.1,1.4,0.9,N.A.
1625,train,False,Side_Cylinder,box,1.2,1.5,1.0,1.3,N.A.
1626,train,False,Cylinder,box,0.4,1.3,0.8,1.3,N.A.
1627,train,False,Cylinder,box,0.6,1.5,1.2,0.7,N.A.
1628,train,False,Cylinder,mug,0.8,0.7,0.4,0.5,N.A.
1629,train,False,Cone,box,1.4,1.1,0.4,0.9,N.A.
1630,train,False,Sphere,mug,0.6,0.9,0.8,0.5,N.A.
1631,train,False,Cylinder,mug,0.8,0.7,0.8,0.9,N.A.
1632,train,False,Cube,box,1.4,0.9,1.0,0.9,N.A.
1633,train,False,Cylinder,box,0.8,1.3,1.2,1.3,N.A.
1634,train,False,Torus,mug,1.4,0.7,0.8,1.3,N.A.
1635,train,False,Cube,box,0.6,0.7,1.2,1.3,N.A.
1636,train,False,Cube,box,1.4,1.3,0.6,0.5,N.A.
1637,train,False,Cylinder,mug,0.4,0.9,0.8,1.3,N.A.
1638,train,False,Side_Cylinder,mug,1.4,0.7,1.0,0.5,N.A.
1639,train,False,Side_Cylinder,mug,1.2,1.5,1.0,1.1,N.A.
1640,train,False,Sphere,mug,1.0,1.5,0.8,1.3,N.A.
1641,train,False,Cone,mug,1.4,1.3,0.6,0.9,N.A.
1642,train,False,Side_Cylinder,mug,1.0,0.7,1.0,0.7,N.A.
1643,train,False,Cone,mug,1.2,1.1,1.0,1.1,N.A.
1644,train,False,Sphere,box,0.8,0.7,1.2,0.5,N.A.
1645,train,False,Cylinder,box,1.2,0.9,1.0,1.1,N.A.
1646,train,False,Cone,box,0.4,1.1,0.6,0.7,N.A.
1647,train,False,Cube,box,0.4,0.9,1.0,0.7,N.A.
1648,train,False,Torus,mug,1.4,1.3,1.2,1.1,N.A.
1649,train,False,Sphere,box,0.8,0.7,1.2,0.7,N.A.
1650,train,False,Side_Cylinder,mug,0.6,1.3,1.4,1.3,N.A.
1651,train,False,Sphere,box,1.0,1.1,1.0,0.5,N.A.
1652,train,False,Cone,mug,0.6,0.7,0.6,0.9,N.A.
1653,train,False,Side_Cylinder,mug,1.0,0.9,0.6,0.7,N.A.
1654,train,False,Inverted_Cone,mug,0.6,1.5,0.8,0.7,N.A.
1655,train,False,Cone,mug,0.8,0.9,1.2,0.9,N.A.
1656,train,False,Side_Cylinder,mug,0.4,1.1,0.8,0.9,N.A.
1657,train,False,Sphere,box,0.4,0.9,1.2,1.3,N.A.
1658,train,False,Inverted_Cone,box,0.8,1.1,0.4,0.9,N.A.
1659,train,False,Inverted_Cone,box,0.6,1.5,0.8,1.3,N.A.
1660,train,False,Inverted_Cone,mug,0.6,0.9,1.4,0.9,N.A.
1661,train,False,Sphere,box,1.0,1.5,0.6,0.7,N.A.
1662,train,False,Side_Cylinder,box,1.0,0.7,0.8,0.5,N.A.
1663,train,False,Cone,mug,0.4,1.5,0.6,1.3,N.A.
1664,train,False,Cube,mug,0.4,1.3,0.6,1.1,N.A.
1665,train,False,Cylinder,mug,1.2,0.9,0.6,0.7,N.A.
1666,train,False,Cone,box,1.0,1.3,1.2,1.3,N.A.
1667,train,False,Cone,box,1.4,1.3,0.6,1.1,N.A.
1668,train,False,Cone,mug,0.8,0.7,0.6,1.3,N.A.
1669,train,False,Side_Cylinder,box,1.0,0.7,1.2,1.3,N.A.
1670,train,False,Side_Cylinder,mug,1.4,0.7,0.6,1.3,N.A.
1671,train,False,Torus,mug,0.4,1.1,1.0,1.3,N.A.
1672,train,False,Side_Cylinder,mug,1.0,1.5,0.4,1.3,N.A.
1673,train,False,Cylinder,mug,0.8,0.9,0.6,0.9,N.A.
1674,train,False,Cube,box,1.4,1.1,0.8,0.5,N.A.
1675,train,False,Inverted_Cone,box,0.6,1.5,1.0,0.9,N.A.
1676,train,False,Cone,box,0.4,1.3,0.4,0.5,N.A.
1677,train,False,Cylinder,box,0.6,1.3,1.0,1.1,N.A.
1678,train,False,Inverted_Cone,box,0.6,1.5,0.4,1.3,N.A.
1679,train,False,Cube,mug,0.4,0.7,1.2,0.5,N.A.
1680,train,False,Cube,box,0.8,1.5,0.6,1.1,N.A.
1681,train,False,Sphere,box,0.4,0.9,1.0,0.5,N.A.
1682,train,False,Cylinder,box,1.2,0.9,0.4,0.9,N.A.
1683,train,False,Sphere,mug,0.6,1.5,0.6,0.5,N.A.
1684,train,False,Cone,mug,0.8,0.7,1.0,0.7,N.A.
1685,train,False,Inverted_Cone,mug,0.4,1.1,0.4,1.1,N.A.
1686,train,False,Inverted_Cone,box,0.6,1.3,1.2,1.3,N.A.
1687,train,False,Sphere,box,0.4,1.5,0.6,1.1,N.A.
1688,train,False,Sphere,box,0.4,0.9,0.4,1.1,N.A.
1689,train,False,Torus,mug,1.2,1.5,0.8,0.5,N.A.
1690,train,False,Cube,box,1.4,1.3,0.4,0.9,N.A.
1691,train,False,Side_Cylinder,mug,1.4,1.3,0.8,1.3,N.A.
1692,train,False,Sphere,mug,0.4,1.3,0.8,0.7,N.A.
1693,train,False,Sphere,box,1.2,1.5,0.6,0.7,N.A.
1694,train,False,Cone,mug,0.8,0.7,1.0,1.1,N.A.
1695,train,False,Cylinder,box,1.0,0.7,0.4,0.5,N.A.
1696,train,False,Cylinder,mug,1.2,1.3,0.6,0.7,N.A.
1697,train,False,Sphere,mug,1.4,1.5,1.4,1.1,N.A.
1698,train,False,Cylinder,mug,1.4,0.9,1.4,0.5,N.A.
1699,train,False,Cylinder,box,1.0,0.7,1.2,0.9,N.A.
1700,train,False,Side_Cylinder,box,1.4,1.1,1.4,1.1,N.A.
1701,train,False,Torus,mug,1.0,1.5,1.0,1.3,N.A.
1702,train,False,Sphere,box,0.4,1.3,1.0,0.9,N.A.
1703,train,False,Torus,mug,1.4,0.9,1.0,0.9,N.A.
1704,train,False,Cylinder,mug,0.6,1.1,0.6,0.5,N.A.
1705,train,False,Cube,mug,1.4,1.1,0.4,0.5,N.A.
1706,train,False,Torus,mug,0.4,1.1,0.6,0.7,N.A.
1707,train,False,Cone,box,1.0,1.5,0.8,0.7,N.A.
1708,train,False,Sphere,mug,0.6,1.1,1.0,1.3,N.A.
1709,train,False,Cube,mug,0.6,1.5,0.6,1.1,N.A.
1710,train,False,Torus,mug,0.4,0.7,0.8,1.3,N.A.
1711,train,False,Torus,mug,1.0,1.1,1.2,0.9,N.A.
1712,train,False,Cylinder,box,0.6,1.3,0.6,0.5,N.A.
1713,train,False,Cone,box,0.4,1.5,1.0,1.1,N.A.
1714,train,False,Torus,mug,1.4,1.3,1.2,1.3,N.A.
1715,train,False,Side_Cylinder,box,0.6,1.5,0.4,0.9,N.A.
1716,train,False,Sphere,box,0.6,0.7,1.0,0.5,N.A.
1717,train,False,Inverted_Cone,mug,1.0,0.7,1.0,0.9,N.A.
1718,train,False,Cube,box,1.4,0.7,1.4,0.9,N.A.
1719,train,False,Side_Cylinder,mug,1.2,0.7,0.4,0.7,N.A.
1720,train,False,Inverted_Cone,mug,1.0,1.5,0.4,1.3,N.A.
1721,train,False,Cube,mug,0.4,0.9,1.0,0.5,N.A.
1722,train,False,Cylinder,box,1.2,1.1,0.8,0.5,N.A.
1723,train,False,Torus,box,0.6,0.9,0.8,1.1,N.A.
1724,train,False,Cylinder,box,0.4,0.7,0.8,0.9,N.A.
1725,train,False,Cylinder,box,1.2,1.3,1.4,0.5,N.A.
1726,train,False,Cone,mug,0.4,1.5,0.8,0.7,N.A.
1727,train,False,Cube,box,0.4,1.3,0.6,0.5,N.A.
1728,train,False,Cylinder,mug,0.6,0.9,0.8,1.1,N.A.
1729,train,False,Inverted_Cone,mug,0.4,0.9,0.6,1.3,N.A.
1730,train,False,Cylinder,mug,1.0,1.3,1.0,1.1,N.A.
1731,train,False,Cube,box,0.4,0.7,1.4,0.9,N.A.
1732,train,False,Sphere,mug,0.4,1.5,1.4,1.1,N.A.
1733,train,False,Torus,box,1.0,0.7,1.4,1.3,N.A.
1734,train,False,Cone,box,0.4,1.3,0.4,1.1,N.A.
1735,train,False,Sphere,box,0.8,1.5,1.4,1.3,N.A.
1736,train,False,Cone,mug,1.2,0.9,0.4,0.9,N.A.
1737,train,False,Cylinder,box,1.0,1.5,0.4,1.3,N.A.
1738,train,False,Sphere,box,1.0,1.1,1.4,1.3,N.A.
1739,train,False,Cube,mug,1.4,1.1,0.6,1.3,N.A.
1740,train,False,Inverted_Cone,box,0.4,0.9,0.6,1.3,N.A.
1741,train,False,Cone,mug,1.2,1.3,0.6,0.5,N.A.
1742,train,False,Cube,mug,1.2,1.3,1.2,1.1,N.A.
1743,train,False,Side_Cylinder,box,1.4,0.9,0.8,0.9,N.A.
1744,train,False,Inverted_Cone,mug,1.2,1.3,1.2,0.5,N.A.
1745,train,False,Cone,mug,0.6,0.9,1.4,0.9,N.A.
1746,train,False,Cylinder,box,1.4,1.1,1.4,1.3,N.A.
1747,train,False,Cylinder,box,1.0,0.9,1.4,0.5,N.A.
1748,train,False,Cylinder,box,1.4,1.5,0.8,0.9,N.A.
1749,train,False,Sphere,box,0.8,0.7,0.4,0.9,N.A.
1750,train,False,Cylinder,box,1.4,0.7,0.6,0.5,N.A.
1751,train,False,Cylinder,box,0.6,1.1,1.2,0.9,N.A.
1752,train,False,Sphere,box,1.4,0.7,1.2,1.1,N.A.
1753,train,False,Cube,mug,1.0,0.7,1.4,0.9,N.A.
1754,train,False,Side_Cylinder,mug,0.6,0.7,1.0,1.1,N.A.
1755,train,False,Cone,box,1.2,1.3,0.8,0.5,N.A.
1756,train,False,Sphere,mug,0.8,1.3,0.6,1.1,N.A.
1757,train,False,Cube,box,1.0,1.1,0.6,0.5,N.A.
1758,train,False,Torus,mug,1.2,0.9,0.8,1.1,N.A.
1759,train,False,Torus,mug,1.0,1.5,1.2,0.5,N.A.
1760,train,False,Inverted_Cone,mug,0.6,0.9,1.2,0.5,N.A.
1761,train,False,Inverted_Cone,mug,0.6,0.9,1.0,0.7,N.A.
1762,train,False,Cube,box,1.2,0.9,1.0,0.7,N.A.
1763,train,False,Sphere,box,1.0,1.3,1.0,0.5,N.A.
1764,train,False,Cube,box,0.6,0.9,1.2,0.7,N.A.
1765,train,False,Side_Cylinder,box,0.4,1.1,1.2,1.1,N.A.
1766,train,False,Sphere,mug,1.0,1.5,1.4,1.3,N.A.
1767,train,False,Cylinder,mug,0.6,1.3,0.6,1.3,N.A.
1768,train,False,Inverted_Cone,mug,0.4,1.1,0.6,1.1,N.A.
1769,train,False,Side_Cylinder,mug,1.2,0.7,1.4,0.7,N.A.
1770,train,False,Side_Cylinder,box,1.4,1.3,0.6,1.1,N.A.
1771,train,False,Cube,mug,0.8,1.5,1.0,0.5,N.A.
1772,train,False,Cylinder,mug,0.8,0.7,1.4,0.5,N.A.
1773,train,False,Side_Cylinder,mug,0.6,1.3,1.2,0.7,N.A.
1774,train,False,Torus,box,1.4,0.9,0.6,0.9,N.A.
1775,train,False,Cone,mug,0.8,0.7,0.8,1.3,N.A.
1776,train,False,Inverted_Cone,box,1.4,0.7,1.4,0.9,N.A.
1777,train,False,Cube,mug,0.8,0.7,1.2,1.3,N.A.
1778,train,False,Side_Cylinder,box,0.8,0.9,0.6,0.9,N.A.
1779,train,False,Cube,box,1.0,1.5,0.8,0.5,N.A.
1780,train,False,Inverted_Cone,mug,0.6,1.3,1.2,0.7,N.A.
1781,train,False,Cube,box,1.2,1.3,0.8,0.5,N.A.
1782,train,False,Inverted_Cone,box,0.6,1.5,1.2,1.1,N.A.
1783,train,False,Torus,box,1.2,1.3,0.4,1.3,N.A.
1784,train,False,Torus,box,0.6,1.3,0.8,1.1,N.A.
1785,train,False,Cone,mug,1.0,1.3,1.0,1.3,N.A.
1786,train,False,Inverted_Cone,box,0.8,1.5,1.0,0.9,N.A.
1787,train,False,Sphere,box,1.0,1.1,1.2,0.5,N.A.
1788,train,False,Side_Cylinder,box,0.6,1.3,1.2,1.1,N.A.
1789,train,False,Torus,mug,0.6,1.1,1.2,1.1,N.A.
1790,train,False,Sphere,mug,0.8,1.1,0.6,0.5,N.A.
1791,train,False,Side_Cylinder,mug,1.4,1.1,1.0,1.1,N.A.
1792,train,False,Side_Cylinder,box,1.2,1.1,0.6,0.5,N.A.
1793,train,False,Torus,box,0.4,1.1,1.2,1.3,N.A.
1794,train,False,Sphere,mug,1.4,1.5,0.6,1.3,N.A.
1795,train,False,Cylinder,mug,1.2,0.7,0.8,0.9,N.A.
1796,train,False,Torus,box,1.2,1.5,0.4,0.9,N.A.
1797,train,False,Cone,box,1.0,0.7,1.2,0.5,N.A.
1798,train,False,Cylinder,box,0.4,1.1,0.4,1.3,N.A.
1799,train,False,Cone,mug,0.6,1.1,1.0,0.5,N.A.
1800,train,False,Torus,mug,1.0,0.7,1.2,0.5,N.A.
1801,train,False,Side_Cylinder,box,1.4,1.1,1.4,0.7,N.A.
1802,train,False,Cylinder,box,1.4,1.5,0.8,1.3,N.A.
1803,train,False,Cone,mug,1.0,0.9,1.2,0.7,N.A.
1804,train,False,Side_Cylinder,mug,0.4,0.7,1.2,1.3,N.A.
1805,train,False,Side_Cylinder,box,0.8,0.9,1.2,0.5,N.A.
1806,train,False,Inverted_Cone,mug,0.6,1.5,0.8,0.5,N.A.
1807,train,False,Side_Cylinder,box,1.4,1.3,0.8,1.3,N.A.
1808,train,False,Inverted_Cone,box,0.4,0.7,0.8,0.5,N.A.
1809,train,False,Inverted_Cone,mug,1.0,0.7,1.2,1.3,N.A.
1810,train,False,Sphere,box,0.4,1.1,0.6,0.9,N.A.
1811,train,False,Sphere,mug,1.0,0.9,0.4,0.9,N.A.
1812,train,False,Torus,mug,1.2,1.3,1.4,0.5,N.A.
1813,train,False,Cylinder,box,0.4,0.7,0.6,0.5,N.A.
1814,train,False,Cylinder,mug,1.2,1.1,1.2,1.1,N.A.
1815,train,False,Cylinder,box,0.6,1.1,1.2,0.7,N.A.
1816,train,False,Torus,box,1.4,1.3,1.0,0.9,N.A.
1817,train,False,Cylinder,mug,0.4,1.5,0.4,0.7,N.A.
1818,train,False,Cylinder,box,0.6,0.9,1.4,0.9,N.A.
1819,train,False,Inverted_Cone,box,1.4,1.5,0.8,0.9,N.A.
1820,train,False,Side_Cylinder,box,1.0,1.1,0.8,0.7,N.A.
1821,train,False,Cone,mug,0.6,1.1,1.4,1.1,N.A.
1822,train,False,Cone,mug,1.2,1.1,1.0,0.7,N.A.
1823,train,False,Cone,box,1.2,1.1,1.0,1.1,N.A.
1824,train,False,Cylinder,box,0.8,0.9,0.6,0.7,N.A.
1825,train,False,Cube,mug,0.6,0.9,1.2,0.5,N.A.
1826,train,False,Sphere,box,0.4,1.1,1.4,0.7,N.A.
1827,train,False,Inverted_Cone,mug,0.4,0.9,1.2,1.1,N.A.
1828,train,False,Torus,box,1.4,1.3,0.8,1.3,N.A.
1829,train,False,Inverted_Cone,box,1.2,1.1,1.4,0.9,N.A.
1830,train,False,Torus,mug,0.4,1.5,1.2,1.3,N.A.
1831,train,False,Cube,mug,1.4,0.7,0.8,0.7,N.A.
1832,train,False,Sphere,mug,1.2,0.9,1.2,0.9,N.A.
1833,train,False,Sphere,mug,1.2,1.1,0.4,1.3,N.A.
1834,train,False,Cylinder,box,0.6,1.3,0.6,0.7,N.A.
1835,train,False,Torus,mug,0.6,1.5,0.8,0.9,N.A.
1836,train,False,Cube,box,1.2,1.3,0.4,0.5,N.A.
1837,train,False,Sphere,mug,1.0,1.5,0.6,1.1,N.A.
1838,train,False,Side_Cylinder,mug,0.4,1.5,1.2,1.3,N.A.
1839,train,False,Sphere,box,1.4,1.3,1.0,1.1,N.A.
1840,train,False,Cone,mug,0.6,1.5,1.4,0.7,N.A.
1841,train,False,Sphere,box,0.6,0.7,0.8,0.9,N.A.
1842,train,False,Cylinder,box,1.2,0.9,1.2,1.3,N.A.
1843,train,False,Cylinder,mug,1.2,1.5,1.2,0.9,N.A.
1844,train,False,Torus,mug,1.4,0.9,1.2,1.1,N.A.
1845,train,False,Inverted_Cone,mug,0.6,0.9,0.8,0.7,N.A.
1846,train,False,Torus,box,0.4,0.7,1.2,1.3,N.A.
1847,train,False,Cone,box,1.4,0.7,0.4,1.3,N.A.
1848,train,False,Inverted_Cone,box,1.2,0.9,1.2,1.1,N.A.
1849,train,False,Sphere,mug,1.2,1.5,1.2,1.1,N.A.
1850,train,False,Torus,mug,1.4,0.7,0.8,0.7,N.A.
1851,train,False,Torus,box,1.4,0.7,1.4,1.1,N.A.
1852,train,False,Torus,box,0.8,0.7,1.0,0.9,N.A.
1853,train,False,Cone,mug,1.4,0.7,0.6,1.3,N.A.
1854,train,False,Cone,box,0.4,0.7,1.0,1.3,N.A.
1855,train,False,Inverted_Cone,mug,1.4,1.1,1.0,0.9,N.A.
1856,train,False,Side_Cylinder,box,0.4,0.9,0.4,0.7,N.A.
1857,train,False,Inverted_Cone,box,1.0,0.9,0.4,0.9,N.A.
1858,train,False,Cone,box,0.4,1.1,1.0,1.1,N.A.
1859,train,False,Inverted_Cone,mug,0.8,1.5,0.4,0.7,N.A.
1860,train,False,Cube,mug,0.6,1.1,0.4,1.3,N.A.
1861,train,False,Sphere,mug,0.8,0.9,0.4,1.1,N.A.
1862,train,False,Inverted_Cone,mug,1.4,0.7,1.4,0.5,N.A.
1863,train,False,Sphere,box,1.0,1.5,0.4,1.1,N.A.
