trial_num,data_segment,violation,left_shape,right_shape,left_height,right_height,left_speed,right_speed,rand_violation_choice
957,train,False,Cylinder,Cone,1.0,1.25,2.0,2.0,N.A.
958,train,False,Sphere,Cone,1.25,1.25,1.0,0.5,N.A.
959,train,False,Sphere,Cone,1.0,1.0,1.5,1.0,N.A.
960,train,False,Sphere,Sphere,0.75,1.5,0.5,0.5,N.A.
961,train,False,Cylinder,Cone,1.25,1.25,1.0,0.5,N.A.
962,train,False,Cylinder,Side_Cylinder,1.0,1.5,2.5,2.5,N.A.
963,train,False,Sphere,Side_Cylinder,0.75,1.25,0.5,0.5,N.A.
964,train,False,Side_Cylinder,Cylinder,0.5,0.5,1.0,1.5,N.A.
965,train,False,Cylinder,Cube,1.0,1.25,1.5,1.5,N.A.
966,train,False,Cube,Cylinder,0.5,0.75,2.5,2.5,N.A.
967,train,False,Inverted_Cone,Side_Cylinder,0.5,0.5,2.0,2.5,N.A.
968,train,False,Cone,Cube,1.5,1.0,1.5,1.5,N.A.
969,train,False,Cylinder,Side_Cylinder,0.75,0.5,0.5,0.5,N.A.
970,train,False,Side_Cylinder,Sphere,1.25,0.75,0.5,0.5,N.A.
971,train,False,Sphere,Inverted_Cone,1.0,1.0,0.5,2.0,N.A.
972,train,False,Inverted_Cone,Cube,0.75,0.75,1.5,1.5,N.A.
973,train,False,Sphere,Cone,1.25,1.25,2.5,0.5,N.A.
974,train,False,Cylinder,Side_Cylinder,0.75,0.75,0.5,2.0,N.A.
975,train,False,Cube,Cone,0.5,1.5,2.5,2.5,N.A.
976,train,False,Side_Cylinder,Cylinder,0.75,1.5,1.5,1.5,N.A.
977,train,False,Cylinder,Sphere,0.75,0.75,2.5,1.0,N.A.
978,train,False,Cylinder,Cone,1.5,1.25,1.5,1.5,N.A.
979,train,False,Sphere,Cylinder,1.5,0.75,1.0,1.0,N.A.
980,train,False,Cone,Inverted_Cone,0.5,0.5,1.0,2.5,N.A.
981,train,False,Side_Cylinder,Cone,1.25,1.25,0.5,1.0,N.A.
982,train,False,Cube,Cylinder,0.5,0.5,2.0,0.5,N.A.
983,train,False,Side_Cylinder,Sphere,1.5,1.5,2.5,0.5,N.A.
984,train,False,Cube,Cube,0.75,1.25,0.5,0.5,N.A.
985,train,False,Cylinder,Inverted_Cone,1.5,1.5,2.0,1.5,N.A.
986,train,False,Sphere,Cylinder,0.75,0.75,2.5,1.0,N.A.
987,train,False,Cone,Cone,1.5,1.5,1.5,1.5,N.A.
988,train,False,Side_Cylinder,Cylinder,0.75,1.25,2.5,2.5,N.A.
989,train,False,Sphere,Sphere,0.5,0.5,1.5,0.5,N.A.
990,train,False,Sphere,Cone,1.25,1.25,2.5,2.0,N.A.
991,train,False,Cube,Inverted_Cone,0.5,0.5,2.0,1.0,N.A.
992,train,False,Sphere,Sphere,0.75,1.0,1.0,1.0,N.A.
993,train,False,Cube,Inverted_Cone,0.75,0.75,1.5,1.5,N.A.
994,train,False,Sphere,Cone,1.0,0.5,2.5,2.5,N.A.
995,train,False,Side_Cylinder,Cylinder,0.5,1.25,2.5,2.5,N.A.
996,train,False,Cone,Sphere,0.75,0.75,0.5,2.5,N.A.
997,train,False,Cube,Sphere,0.5,0.5,2.5,2.0,N.A.
998,train,False,Inverted_Cone,Cone,1.0,1.0,1.0,1.0,N.A.
999,train,False,Cube,Cone,1.25,0.5,1.0,1.0,N.A.
1000,train,False,Sphere,Cone,1.0,1.0,1.5,2.0,N.A.
1001,train,False,Cone,Cylinder,1.0,1.0,2.0,0.5,N.A.
1002,train,False,Cylinder,Side_Cylinder,0.5,0.5,2.0,0.5,N.A.
1003,train,False,Cube,Sphere,1.0,1.0,2.5,1.5,N.A.
1004,train,False,Side_Cylinder,Cube,0.5,0.5,0.5,1.0,N.A.
1005,train,False,Inverted_Cone,Inverted_Cone,1.0,0.75,2.5,2.5,N.A.
1006,train,False,Cube,Inverted_Cone,1.25,0.5,2.0,2.0,N.A.
1007,train,False,Cube,Inverted_Cone,1.0,1.5,2.5,2.5,N.A.
1008,train,False,Cylinder,Cone,0.5,0.5,2.0,2.5,N.A.
1009,train,False,Inverted_Cone,Sphere,1.0,1.0,2.5,0.5,N.A.
1010,train,False,Sphere,Sphere,1.25,1.0,2.0,2.0,N.A.
1011,train,False,Inverted_Cone,Inverted_Cone,1.5,0.75,1.5,1.5,N.A.
1012,train,False,Cone,Side_Cylinder,1.0,0.75,1.5,1.5,N.A.
1013,train,False,Cube,Cube,1.25,1.25,2.0,1.5,N.A.
1014,train,False,Cylinder,Cube,1.5,1.5,1.5,1.5,N.A.
1015,train,False,Cylinder,Cone,0.75,0.75,2.0,1.0,N.A.
1016,train,False,Side_Cylinder,Cube,1.5,1.5,2.5,0.5,N.A.
1017,train,False,Inverted_Cone,Cylinder,1.25,1.25,1.5,0.5,N.A.
1018,train,False,Side_Cylinder,Inverted_Cone,1.0,0.5,0.5,0.5,N.A.
1019,train,False,Sphere,Cube,0.75,1.0,1.0,1.0,N.A.
1020,train,False,Cube,Sphere,1.25,0.5,1.5,1.5,N.A.
1021,train,False,Inverted_Cone,Cone,0.75,0.75,0.5,1.0,N.A.
1022,train,False,Sphere,Side_Cylinder,0.5,0.75,1.5,1.5,N.A.
1023,train,False,Cone,Side_Cylinder,1.0,1.5,2.0,2.0,N.A.
1024,train,False,Inverted_Cone,Sphere,1.25,1.0,2.0,2.0,N.A.
1025,train,False,Side_Cylinder,Cone,1.0,1.25,2.0,2.0,N.A.
1026,train,False,Cube,Cone,1.0,1.0,1.0,0.5,N.A.
1027,train,False,Cone,Sphere,1.25,1.25,2.0,2.5,N.A.
1028,train,False,Side_Cylinder,Sphere,1.5,0.5,1.5,1.5,N.A.
1029,train,False,Cylinder,Inverted_Cone,0.75,1.5,2.0,2.0,N.A.
1030,train,False,Cylinder,Cylinder,1.25,1.5,1.0,1.0,N.A.
1031,train,False,Side_Cylinder,Cube,0.5,0.5,1.5,2.0,N.A.
1032,train,False,Cube,Sphere,0.5,0.5,0.5,1.0,N.A.
1033,train,False,Sphere,Cube,1.5,1.5,1.5,1.0,N.A.
1034,train,False,Cube,Sphere,1.25,1.25,1.0,0.5,N.A.
1035,train,False,Sphere,Side_Cylinder,0.75,0.75,2.5,2.5,N.A.
1036,train,False,Side_Cylinder,Cylinder,1.0,1.5,1.5,1.5,N.A.
1037,train,False,Sphere,Side_Cylinder,0.75,0.75,2.0,1.5,N.A.
1038,train,False,Sphere,Cube,1.0,1.0,1.5,1.0,N.A.
1039,train,False,Cone,Sphere,1.5,1.5,2.0,2.0,N.A.
1040,train,False,Sphere,Cylinder,1.5,1.25,1.5,1.5,N.A.
1041,train,False,Cube,Cylinder,0.5,0.5,2.0,2.0,N.A.
1042,train,False,Side_Cylinder,Sphere,1.25,1.25,1.5,2.5,N.A.
1043,train,False,Cube,Inverted_Cone,1.25,0.5,0.5,0.5,N.A.
1044,train,False,Side_Cylinder,Sphere,0.5,0.75,1.5,1.5,N.A.
1045,train,False,Side_Cylinder,Sphere,0.75,1.0,0.5,0.5,N.A.
1046,train,False,Cylinder,Inverted_Cone,0.75,1.25,0.5,0.5,N.A.
1047,train,False,Inverted_Cone,Side_Cylinder,1.25,0.75,1.5,1.5,N.A.
1048,train,False,Cylinder,Cone,1.5,1.0,1.5,1.5,N.A.
1049,train,False,Sphere,Cube,1.25,0.75,2.5,2.5,N.A.
1050,train,False,Sphere,Cone,0.75,1.25,1.5,1.5,N.A.
1051,train,False,Cube,Inverted_Cone,1.0,1.0,0.5,2.0,N.A.
1052,train,False,Sphere,Cone,1.5,1.25,1.5,1.5,N.A.
1053,train,False,Cone,Cone,1.0,1.0,2.0,2.5,N.A.
1054,train,False,Inverted_Cone,Sphere,1.0,0.5,2.0,2.0,N.A.
1055,train,False,Inverted_Cone,Sphere,0.75,0.75,1.5,0.5,N.A.
1056,train,False,Cylinder,Cube,0.75,0.75,1.0,1.5,N.A.
1057,train,False,Inverted_Cone,Cone,1.25,1.25,2.0,1.5,N.A.
1058,train,False,Cone,Sphere,0.5,0.5,2.5,0.5,N.A.
1059,train,False,Cone,Cone,0.75,1.25,2.5,2.5,N.A.
1060,train,False,Sphere,Sphere,1.25,1.25,1.0,2.5,N.A.
1061,train,False,Cylinder,Inverted_Cone,0.75,1.0,1.5,1.5,N.A.
1062,train,False,Side_Cylinder,Cylinder,0.5,1.5,0.5,0.5,N.A.
1063,train,False,Side_Cylinder,Side_Cylinder,0.5,0.5,2.5,2.0,N.A.
1064,train,False,Cube,Sphere,1.0,0.75,2.0,2.0,N.A.
1065,train,False,Side_Cylinder,Inverted_Cone,0.75,1.5,2.0,2.0,N.A.
1066,train,False,Sphere,Cone,1.25,0.75,2.0,2.0,N.A.
1067,train,False,Side_Cylinder,Sphere,1.5,1.5,2.5,2.5,N.A.
1068,train,False,Cone,Sphere,0.75,0.5,2.0,2.0,N.A.
1069,train,False,Cube,Cylinder,0.75,0.75,0.5,1.0,N.A.
1070,train,False,Cone,Inverted_Cone,0.75,0.75,2.0,2.0,N.A.
1071,train,False,Cone,Inverted_Cone,0.75,0.75,2.5,1.5,N.A.
1072,train,False,Cone,Cone,1.25,1.25,2.0,2.5,N.A.
1073,train,False,Sphere,Sphere,1.25,1.25,1.0,1.5,N.A.
1074,train,False,Side_Cylinder,Sphere,0.75,0.75,1.5,2.0,N.A.
1075,train,False,Sphere,Cone,0.5,0.5,1.5,2.5,N.A.
1076,train,False,Cone,Cube,0.75,0.75,2.5,0.5,N.A.
1077,train,False,Inverted_Cone,Cube,1.5,0.5,2.5,2.5,N.A.
1078,train,False,Inverted_Cone,Cube,1.5,1.5,2.0,1.5,N.A.
1079,train,False,Cube,Cube,0.75,0.75,1.5,1.5,N.A.
1080,train,False,Sphere,Cube,1.0,0.75,0.5,0.5,N.A.
1081,train,False,Cone,Cone,1.0,1.0,0.5,2.5,N.A.
1082,train,False,Side_Cylinder,Cylinder,1.0,1.0,1.0,0.5,N.A.
1083,train,False,Cone,Cylinder,1.25,0.5,2.5,2.5,N.A.
1084,train,False,Sphere,Cylinder,0.5,1.0,1.0,1.0,N.A.
1085,train,False,Cone,Cone,1.5,1.5,2.0,2.5,N.A.
1086,train,False,Inverted_Cone,Side_Cylinder,1.0,0.75,0.5,0.5,N.A.
1087,train,False,Side_Cylinder,Side_Cylinder,1.25,0.75,1.5,1.5,N.A.
1088,train,False,Sphere,Cylinder,1.0,1.25,1.5,1.5,N.A.
1089,train,False,Cylinder,Cone,1.25,0.5,1.5,1.5,N.A.
1090,train,False,Cube,Side_Cylinder,1.25,1.25,1.0,1.5,N.A.
1091,train,False,Inverted_Cone,Cone,1.5,0.75,0.5,0.5,N.A.
1092,train,False,Sphere,Cylinder,1.25,1.25,1.5,1.0,N.A.
1093,train,False,Sphere,Cube,0.5,0.5,0.5,0.5,N.A.
1094,train,False,Side_Cylinder,Cube,1.0,1.0,1.0,2.5,N.A.
1095,train,False,Cube,Sphere,1.25,1.25,0.5,1.0,N.A.
1096,train,False,Cylinder,Side_Cylinder,0.5,0.5,2.5,0.5,N.A.
1097,train,False,Cylinder,Cone,0.5,0.5,0.5,0.5,N.A.
1098,train,False,Side_Cylinder,Sphere,1.0,1.0,0.5,2.0,N.A.
1099,train,False,Inverted_Cone,Cylinder,1.5,1.0,2.5,2.5,N.A.
1100,train,False,Sphere,Cylinder,1.5,1.5,2.5,2.5,N.A.
1101,train,False,Cone,Sphere,1.0,0.5,2.5,2.5,N.A.
1102,train,False,Side_Cylinder,Cone,1.0,0.75,2.0,2.0,N.A.
1103,train,False,Inverted_Cone,Side_Cylinder,0.5,0.5,1.5,1.5,N.A.
1104,train,False,Cone,Side_Cylinder,1.0,1.0,2.0,2.5,N.A.
1105,train,False,Inverted_Cone,Cylinder,0.5,0.5,0.5,2.0,N.A.
1106,train,False,Side_Cylinder,Cone,0.75,0.75,2.5,2.5,N.A.
1107,train,False,Cone,Inverted_Cone,0.5,1.0,1.5,1.5,N.A.
1108,train,False,Inverted_Cone,Inverted_Cone,1.5,1.5,1.5,2.5,N.A.
1109,train,False,Sphere,Cylinder,1.25,0.5,2.5,2.5,N.A.
1110,train,False,Cube,Cylinder,0.5,0.5,0.5,1.5,N.A.
1111,train,False,Cone,Cylinder,1.5,1.0,2.0,2.0,N.A.
1112,train,False,Side_Cylinder,Cylinder,1.5,1.0,1.0,1.0,N.A.
1113,train,False,Side_Cylinder,Cube,1.0,0.5,1.0,1.0,N.A.
1114,train,False,Cone,Cone,0.5,0.5,2.5,2.5,N.A.
1115,train,False,Cone,Cylinder,0.75,0.75,1.5,1.5,N.A.
1116,train,False,Cube,Cone,1.5,1.5,1.5,2.0,N.A.
1117,train,False,Cylinder,Cone,1.5,1.5,1.0,2.0,N.A.
1118,train,False,Cylinder,Side_Cylinder,1.25,1.5,0.5,0.5,N.A.
1119,train,False,Inverted_Cone,Sphere,1.5,0.5,2.5,2.5,N.A.
1120,train,False,Cone,Sphere,1.25,1.25,2.5,1.5,N.A.
1121,train,False,Inverted_Cone,Sphere,0.5,0.5,1.5,0.5,N.A.
1122,train,False,Inverted_Cone,Sphere,0.5,0.5,2.5,0.5,N.A.
1123,train,False,Cone,Cylinder,1.5,1.25,1.0,1.0,N.A.
1124,train,False,Cube,Cylinder,1.25,1.25,0.5,0.5,N.A.
1125,train,False,Sphere,Side_Cylinder,0.5,0.5,2.0,2.0,N.A.
1126,train,False,Side_Cylinder,Cone,0.5,0.5,0.5,1.5,N.A.
1127,train,False,Cylinder,Cylinder,1.25,1.25,0.5,1.0,N.A.
1128,train,False,Cube,Sphere,0.75,1.0,1.5,1.5,N.A.
1129,train,False,Cube,Cylinder,1.5,1.0,0.5,0.5,N.A.
1130,train,False,Cylinder,Inverted_Cone,1.5,1.5,0.5,1.0,N.A.
1131,train,False,Sphere,Sphere,1.5,0.5,1.5,1.5,N.A.
1132,train,False,Sphere,Cube,0.75,0.75,2.0,1.0,N.A.
1133,train,False,Cylinder,Cube,0.75,0.75,2.0,1.5,N.A.
1134,train,False,Inverted_Cone,Inverted_Cone,1.0,0.5,2.0,2.0,N.A.
1135,train,False,Side_Cylinder,Cone,1.25,1.0,1.5,1.5,N.A.
1136,train,False,Cone,Side_Cylinder,1.5,0.75,0.5,0.5,N.A.
1137,train,False,Cube,Cone,0.75,0.75,2.5,1.5,N.A.
1138,train,False,Cone,Cone,1.0,1.0,1.5,1.0,N.A.
1139,train,False,Cylinder,Cube,1.25,0.5,0.5,0.5,N.A.
1140,train,False,Cylinder,Inverted_Cone,1.5,1.0,2.0,2.0,N.A.
1141,train,False,Cone,Cube,1.25,0.5,0.5,0.5,N.A.
1142,train,False,Cube,Side_Cylinder,1.5,1.0,1.0,1.0,N.A.
1143,train,False,Sphere,Sphere,0.5,0.75,1.5,1.5,N.A.
1144,train,False,Side_Cylinder,Inverted_Cone,0.75,0.75,2.0,2.5,N.A.
1145,train,False,Cylinder,Inverted_Cone,0.5,0.5,2.0,1.0,N.A.
1146,train,False,Sphere,Sphere,0.75,1.25,0.5,0.5,N.A.
1147,train,False,Cube,Cone,1.25,1.25,2.5,1.5,N.A.
1148,train,False,Cylinder,Cylinder,1.5,1.5,1.5,0.5,N.A.
1149,train,False,Side_Cylinder,Inverted_Cone,1.0,1.0,2.5,2.0,N.A.
1150,train,False,Inverted_Cone,Cylinder,0.75,0.75,2.0,2.0,N.A.
1151,train,False,Sphere,Cube,0.5,0.5,1.0,2.0,N.A.
1152,train,False,Sphere,Inverted_Cone,1.5,1.25,2.0,2.0,N.A.
1153,train,False,Inverted_Cone,Cube,1.0,1.5,1.5,1.5,N.A.
1154,train,False,Sphere,Sphere,1.0,1.0,2.5,2.5,N.A.
1155,train,False,Cube,Sphere,0.5,0.5,2.0,2.0,N.A.
1156,train,False,Inverted_Cone,Cylinder,1.25,0.75,1.0,1.0,N.A.
1157,train,False,Cone,Cylinder,0.5,0.5,0.5,1.0,N.A.
1158,train,False,Cube,Cube,1.25,1.0,1.0,1.0,N.A.
1159,train,False,Cone,Side_Cylinder,0.75,0.75,1.0,1.0,N.A.
1160,train,False,Inverted_Cone,Cube,1.5,1.25,2.5,2.5,N.A.
1161,train,False,Cube,Inverted_Cone,0.5,1.5,0.5,0.5,N.A.
1162,train,False,Cube,Sphere,1.0,1.0,2.5,2.5,N.A.
1163,train,False,Sphere,Inverted_Cone,1.5,1.5,2.0,0.5,N.A.
1164,train,False,Cylinder,Inverted_Cone,1.5,1.5,2.5,1.5,N.A.
1165,train,False,Cone,Inverted_Cone,0.75,0.75,1.5,2.5,N.A.
1166,train,False,Side_Cylinder,Side_Cylinder,1.25,1.25,1.0,2.0,N.A.
1167,train,False,Cube,Inverted_Cone,1.5,1.5,0.5,0.5,N.A.
1168,train,False,Side_Cylinder,Cylinder,0.5,0.75,0.5,0.5,N.A.
1169,train,False,Cube,Inverted_Cone,1.5,0.75,0.5,0.5,N.A.
1170,train,False,Side_Cylinder,Cylinder,0.75,0.75,1.5,2.5,N.A.
1171,train,False,Side_Cylinder,Cylinder,0.75,1.5,2.5,2.5,N.A.
1172,train,False,Side_Cylinder,Cone,1.25,1.5,2.0,2.0,N.A.
1173,train,False,Side_Cylinder,Sphere,1.5,1.5,1.0,2.0,N.A.
1174,train,False,Side_Cylinder,Cylinder,1.25,1.25,2.0,0.5,N.A.
1175,train,False,Cylinder,Cone,1.5,1.5,2.5,1.0,N.A.
1176,train,False,Cylinder,Cylinder,1.0,0.75,1.0,1.0,N.A.
1177,train,False,Side_Cylinder,Side_Cylinder,1.5,1.0,2.0,2.0,N.A.
1178,train,False,Inverted_Cone,Cone,0.75,1.25,1.0,1.0,N.A.
1179,train,False,Cone,Side_Cylinder,0.5,0.5,0.5,0.5,N.A.
1180,train,False,Cylinder,Inverted_Cone,0.5,0.5,1.5,2.5,N.A.
1181,train,False,Cube,Cone,1.25,1.5,1.5,1.5,N.A.
1182,train,False,Sphere,Side_Cylinder,0.75,0.75,1.5,2.5,N.A.
1183,train,False,Cylinder,Side_Cylinder,1.0,1.5,2.0,2.0,N.A.
1184,train,False,Side_Cylinder,Cone,0.75,0.5,0.5,0.5,N.A.
1185,train,False,Cone,Side_Cylinder,1.0,1.0,0.5,2.0,N.A.
1186,train,False,Cylinder,Cube,1.25,1.25,2.0,1.0,N.A.
1187,train,False,Cube,Inverted_Cone,1.0,0.5,0.5,0.5,N.A.
1188,train,False,Cube,Cube,0.5,0.75,2.5,2.5,N.A.
1189,train,False,Cylinder,Inverted_Cone,1.0,1.0,2.0,2.0,N.A.
1190,train,False,Cone,Cylinder,0.75,0.75,2.0,2.5,N.A.
1191,train,False,Cylinder,Inverted_Cone,0.5,0.5,0.5,2.0,N.A.
1192,train,False,Cone,Side_Cylinder,1.5,1.25,1.5,1.5,N.A.
1193,train,False,Sphere,Sphere,1.5,1.0,2.0,2.0,N.A.
1194,train,False,Sphere,Cube,1.0,1.0,2.5,2.0,N.A.
1195,train,False,Cube,Cone,0.5,0.5,2.5,2.5,N.A.
1196,train,False,Inverted_Cone,Cube,1.25,1.0,1.5,1.5,N.A.
1197,train,False,Inverted_Cone,Inverted_Cone,1.0,1.0,1.5,2.5,N.A.
1198,train,False,Cone,Cylinder,1.5,1.5,0.5,2.5,N.A.
1199,train,False,Side_Cylinder,Cylinder,1.0,1.0,1.0,2.5,N.A.
1200,train,False,Sphere,Cylinder,0.5,0.5,1.0,1.5,N.A.
1201,train,False,Sphere,Side_Cylinder,1.25,1.25,1.0,1.5,N.A.
1202,train,False,Cylinder,Side_Cylinder,0.5,0.75,1.5,1.5,N.A.
1203,train,False,Sphere,Inverted_Cone,0.5,1.5,2.5,2.5,N.A.
1204,train,False,Cone,Cone,0.5,0.5,2.5,0.5,N.A.
1205,train,False,Side_Cylinder,Cone,1.25,1.25,2.5,2.5,N.A.
1206,train,False,Inverted_Cone,Side_Cylinder,0.5,0.5,0.5,1.5,N.A.
1207,train,False,Cylinder,Inverted_Cone,1.25,0.5,2.5,2.5,N.A.
1208,train,False,Sphere,Side_Cylinder,1.5,1.5,1.5,2.0,N.A.
1209,train,False,Sphere,Side_Cylinder,1.5,1.25,1.5,1.5,N.A.
1210,train,False,Inverted_Cone,Cube,1.5,1.0,2.5,2.5,N.A.
1211,train,False,Inverted_Cone,Side_Cylinder,1.5,1.5,0.5,1.0,N.A.
1212,train,False,Cylinder,Cylinder,0.75,0.75,0.5,1.5,N.A.
1213,train,False,Side_Cylinder,Cube,1.0,1.5,0.5,0.5,N.A.
1214,train,False,Cone,Inverted_Cone,1.0,0.75,2.5,2.5,N.A.
1215,train,False,Inverted_Cone,Side_Cylinder,1.5,0.5,0.5,0.5,N.A.
1216,train,False,Side_Cylinder,Sphere,1.5,1.5,1.5,1.0,N.A.
1217,train,False,Cone,Sphere,1.25,1.25,1.0,0.5,N.A.
1218,train,False,Side_Cylinder,Cone,1.0,0.5,2.0,2.0,N.A.
1219,train,False,Inverted_Cone,Side_Cylinder,1.5,1.5,2.5,2.0,N.A.
1220,train,False,Side_Cylinder,Cone,1.5,1.5,1.5,2.5,N.A.
1221,train,False,Inverted_Cone,Inverted_Cone,1.5,1.5,1.5,1.0,N.A.
1222,train,False,Cylinder,Cone,0.75,0.75,1.0,0.5,N.A.
1223,train,False,Cone,Side_Cylinder,1.5,1.5,0.5,2.5,N.A.
1224,train,False,Cube,Side_Cylinder,1.25,1.25,2.5,2.5,N.A.
1225,train,False,Cube,Cylinder,1.5,1.25,2.0,2.0,N.A.
1226,train,False,Sphere,Cube,0.75,0.5,1.5,1.5,N.A.
1227,train,False,Inverted_Cone,Cube,1.5,0.5,1.5,1.5,N.A.
1228,train,False,Sphere,Inverted_Cone,0.5,0.5,2.0,2.0,N.A.
1229,train,False,Cone,Inverted_Cone,0.5,0.5,2.5,2.5,N.A.
1230,train,False,Side_Cylinder,Inverted_Cone,1.25,1.25,1.0,2.0,N.A.
1231,train,False,Cone,Cube,1.0,0.75,2.5,2.5,N.A.
1232,train,False,Cube,Sphere,1.5,1.5,2.5,0.5,N.A.
1233,train,False,Sphere,Sphere,1.5,1.25,0.5,0.5,N.A.
1234,train,False,Inverted_Cone,Cone,1.0,1.0,0.5,2.0,N.A.
1235,train,False,Cylinder,Sphere,0.5,0.5,1.5,0.5,N.A.
1236,train,False,Sphere,Cylinder,1.25,1.25,0.5,2.5,N.A.
1237,train,False,Cone,Sphere,1.5,1.0,2.5,2.5,N.A.
1238,train,False,Side_Cylinder,Cube,1.5,1.5,2.0,1.5,N.A.
1239,train,False,Cube,Cube,1.25,1.25,1.0,1.0,N.A.
1240,train,False,Cylinder,Cylinder,0.75,0.75,2.5,2.5,N.A.
1241,train,False,Side_Cylinder,Inverted_Cone,0.5,0.5,1.0,1.5,N.A.
1242,train,False,Inverted_Cone,Cube,0.75,1.25,2.5,2.5,N.A.
1243,train,False,Inverted_Cone,Sphere,1.25,1.25,2.0,2.5,N.A.
1244,train,False,Cylinder,Inverted_Cone,1.0,1.25,1.5,1.5,N.A.
1245,train,False,Inverted_Cone,Inverted_Cone,1.5,1.5,1.0,2.0,N.A.
1246,train,False,Sphere,Sphere,1.25,1.25,0.5,2.0,N.A.
1247,train,False,Side_Cylinder,Inverted_Cone,0.5,0.75,1.0,1.0,N.A.
1248,train,False,Cone,Cylinder,0.5,1.0,1.5,1.5,N.A.
1249,train,False,Cube,Inverted_Cone,0.75,1.5,2.0,2.0,N.A.
1250,train,False,Sphere,Inverted_Cone,1.0,0.75,1.5,1.5,N.A.
1251,train,False,Inverted_Cone,Cube,1.0,0.75,1.0,1.0,N.A.
1252,train,False,Sphere,Cube,0.75,0.75,1.0,0.5,N.A.
1253,train,False,Sphere,Cylinder,0.5,1.0,2.5,2.5,N.A.
1254,train,False,Sphere,Inverted_Cone,1.5,1.5,1.0,1.5,N.A.
1255,train,False,Side_Cylinder,Cone,1.5,1.5,1.5,1.5,N.A.
1256,train,False,Cube,Cube,1.25,1.25,2.0,2.0,N.A.
1257,train,False,Cube,Sphere,0.75,0.75,2.5,1.0,N.A.
1258,train,False,Side_Cylinder,Sphere,0.75,1.0,2.0,2.0,N.A.
1259,train,False,Cube,Cube,0.5,0.5,1.0,2.5,N.A.
1260,train,False,Cube,Side_Cylinder,0.5,0.5,0.5,2.0,N.A.
1261,train,False,Side_Cylinder,Sphere,1.0,1.0,0.5,0.5,N.A.
1262,train,False,Cylinder,Sphere,1.25,1.25,0.5,2.0,N.A.
1263,train,False,Cube,Sphere,1.5,1.5,1.0,1.5,N.A.
1264,train,False,Cube,Side_Cylinder,1.5,1.5,1.5,1.0,N.A.
1265,train,False,Sphere,Cylinder,1.25,1.25,0.5,1.5,N.A.
1266,train,False,Cube,Sphere,0.75,0.75,1.5,2.0,N.A.
1267,train,False,Cone,Cylinder,0.75,1.0,1.0,1.0,N.A.
1268,train,False,Inverted_Cone,Cube,0.5,0.5,2.5,0.5,N.A.
1269,train,False,Cube,Sphere,0.5,0.5,2.0,1.5,N.A.
1270,train,False,Cylinder,Sphere,1.25,1.25,1.0,1.5,N.A.
1271,train,False,Cone,Inverted_Cone,1.5,1.5,1.5,0.5,N.A.
1272,train,False,Cylinder,Side_Cylinder,1.5,1.5,2.0,2.5,N.A.
1273,train,False,Sphere,Cube,0.5,0.5,1.5,2.5,N.A.
1274,train,False,Side_Cylinder,Cone,0.5,0.5,2.0,0.5,N.A.
1275,train,False,Inverted_Cone,Cylinder,0.75,1.5,2.5,2.5,N.A.
1276,train,False,Cone,Inverted_Cone,0.5,0.5,1.5,2.5,N.A.
1277,train,False,Cylinder,Inverted_Cone,0.5,1.0,2.5,2.5,N.A.
1278,train,False,Side_Cylinder,Cone,1.5,1.5,2.5,1.0,N.A.
1279,train,False,Inverted_Cone,Cylinder,0.5,0.5,2.0,0.5,N.A.
1280,train,False,Cone,Sphere,1.0,0.75,1.5,1.5,N.A.
1281,train,False,Cylinder,Inverted_Cone,1.25,0.5,2.0,2.0,N.A.
1282,train,False,Sphere,Sphere,0.5,1.25,2.5,2.5,N.A.
1283,train,False,Side_Cylinder,Cylinder,0.5,0.75,1.0,1.0,N.A.
1284,train,False,Cylinder,Cone,1.0,1.5,2.0,2.0,N.A.
1285,train,False,Inverted_Cone,Cone,0.5,0.5,0.5,1.5,N.A.
1286,train,False,Cylinder,Side_Cylinder,1.25,1.25,1.5,2.0,N.A.
1287,train,False,Cube,Cylinder,1.5,1.5,2.5,1.5,N.A.
1288,train,False,Cube,Inverted_Cone,0.5,0.5,2.5,2.0,N.A.
1289,train,False,Inverted_Cone,Cone,1.5,1.5,2.5,2.5,N.A.
1290,train,False,Side_Cylinder,Inverted_Cone,1.25,1.25,1.0,1.5,N.A.
1291,train,False,Side_Cylinder,Cone,0.5,0.75,1.5,1.5,N.A.
1292,train,False,Side_Cylinder,Cube,0.5,0.5,2.0,1.0,N.A.
1293,train,False,Cube,Cylinder,1.5,1.5,1.5,1.5,N.A.
1294,train,False,Sphere,Inverted_Cone,1.5,1.25,0.5,0.5,N.A.
1295,train,False,Sphere,Cone,1.5,0.5,2.0,2.0,N.A.
1296,train,False,Side_Cylinder,Sphere,1.5,0.5,2.0,2.0,N.A.
1297,train,False,Sphere,Inverted_Cone,1.0,0.75,2.5,2.5,N.A.
1298,train,False,Cylinder,Side_Cylinder,1.0,0.5,0.5,0.5,N.A.
1299,train,False,Cone,Cube,1.5,1.5,2.0,2.0,N.A.
1300,train,False,Sphere,Cone,1.25,1.5,1.0,1.0,N.A.
1301,train,False,Cube,Cube,1.25,1.25,2.5,1.0,N.A.
1302,train,False,Sphere,Cylinder,1.5,1.25,2.0,2.0,N.A.
1303,train,False,Cylinder,Cylinder,1.5,1.25,0.5,0.5,N.A.
1304,train,False,Cylinder,Cone,1.0,1.0,1.5,1.5,N.A.
