trial_num,data_segment,violation,shape,obj_width,obj_height,occluder_height
1669,train,False,Torus,1.6,1.1,0.7
1670,train,False,Inverted_Cone,0.7,0.4,0.9
1671,train,False,Inverted_Cone,1.0,0.7,0.7
1672,train,False,Torus,0.8,0.9,0.9
1673,train,False,Inverted_Cone,1.4,0.8,0.1
1674,train,False,Inverted_Cone,0.8,1.2,0.3
1675,train,False,Cube,1.6,1.1,0.7
1676,train,False,Cube,0.4,1.0,0.5
1677,train,False,Cone,0.9,0.8,0.2
1678,train,False,Inverted_Cone,0.9,1.4,0.6
1679,train,False,Torus,1.1,0.8,0.9
1680,train,False,Cylinder,0.6,0.4,0.5
1681,train,False,Torus,1.3,0.7,0.6
1682,train,False,Side_Cylinder,0.9,1.1,0.2
1683,train,False,Cone,0.5,1.3,0.7
1684,train,False,Cone,0.9,1.0,0.8
1685,train,False,Inverted_Cone,0.4,1.0,0.6
1686,train,False,Cylinder,1.2,1.3,0.8
1687,train,False,Cone,1.3,0.9,0.2
1688,train,False,Torus,0.4,0.5,0.9
1689,train,False,Sphere,0.5,0.9,0.1
1690,train,False,Torus,0.9,0.8,0.8
1691,train,False,Cone,0.5,1.2,0.7
1692,train,False,Side_Cylinder,1.3,0.8,0.3
1693,train,False,Torus,1.3,0.9,0.2
1694,train,False,Cube,1.0,1.3,0.8
1695,train,False,Torus,0.7,0.4,0.6
1696,train,False,Cone,0.8,0.8,0.7
1697,train,False,Cone,1.4,1.1,0.2
1698,train,False,Side_Cylinder,1.6,0.9,0.2
1699,train,False,Inverted_Cone,0.7,1.3,0.5
1700,train,False,Inverted_Cone,1.4,1.3,0.5
1701,train,False,Cube,0.9,0.9,0.2
1702,train,False,Inverted_Cone,0.4,1.4,0.7
1703,train,False,Cone,1.4,1.0,0.1
1704,train,False,Torus,1.6,0.9,0.4
1705,train,False,Cone,1.6,1.4,0.8
1706,train,False,Inverted_Cone,0.7,1.6,0.9
1707,train,False,Sphere,1.1,1.3,0.3
1708,train,False,Torus,1.6,1.0,0.1
1709,train,False,Inverted_Cone,0.8,0.9,0.8
1710,train,False,Sphere,1.3,0.6,0.7
1711,train,False,Cone,1.2,0.6,0.6
1712,train,False,Inverted_Cone,0.9,0.6,0.2
1713,train,False,Cone,1.3,1.0,0.7
1714,train,False,Side_Cylinder,1.2,0.4,0.9
1715,train,False,Sphere,1.4,1.2,0.1
1716,train,False,Sphere,1.0,1.1,0.7
1717,train,False,Torus,1.6,0.9,0.9
1718,train,False,Cone,0.6,0.7,0.6
1719,train,False,Inverted_Cone,1.6,0.9,0.7
1720,train,False,Sphere,0.7,0.9,0.2
1721,train,False,Cube,1.6,0.4,0.5
1722,train,False,Sphere,1.3,1.6,0.2
1723,train,False,Cylinder,1.4,1.2,0.1
1724,train,False,Inverted_Cone,1.3,0.4,0.6
1725,train,False,Inverted_Cone,0.7,1.2,0.7
1726,train,False,Sphere,0.8,0.4,0.5
1727,train,False,Cylinder,0.5,1.1,0.2
1728,train,False,Side_Cylinder,1.1,1.3,0.3
1729,train,False,Cylinder,1.2,1.3,0.5
1730,train,False,Sphere,0.9,1.4,0.7
1731,train,False,Side_Cylinder,1.6,0.7,0.7
1732,train,False,Sphere,0.8,0.6,0.6
1733,train,False,Cone,0.5,1.2,0.8
1734,train,False,Torus,1.1,0.6,0.3
1735,train,False,Torus,1.6,0.5,0.8
1736,train,False,Cube,1.4,0.4,0.8
1737,train,False,Side_Cylinder,0.4,1.0,0.3
1738,train,False,Side_Cylinder,0.9,0.9,0.2
1739,train,False,Sphere,1.4,1.3,0.7
1740,train,False,Sphere,0.7,1.3,0.9
1741,train,False,Cube,1.1,1.4,0.1
1742,train,False,Inverted_Cone,0.7,0.8,0.9
1743,train,False,Cylinder,1.6,0.4,0.5
1744,train,False,Inverted_Cone,0.4,0.9,0.3
1745,train,False,Cube,0.4,0.7,0.1
1746,train,False,Side_Cylinder,1.3,1.4,0.8
1747,train,False,Torus,0.5,1.4,0.9
1748,train,False,Sphere,1.0,0.6,0.2
1749,train,False,Side_Cylinder,0.4,1.1,0.9
1750,train,False,Cylinder,1.0,1.1,0.6
1751,train,False,Cylinder,0.7,1.6,0.8
1752,train,False,Cylinder,1.1,0.4,0.8
1753,train,False,Torus,0.7,0.5,0.6
1754,train,False,Cone,1.3,1.1,0.6
1755,train,False,Cube,0.9,0.6,0.7
1756,train,False,Cube,0.6,1.6,0.3
1757,train,False,Inverted_Cone,0.5,0.4,0.3
1758,train,False,Side_Cylinder,1.3,0.4,0.1
1759,train,False,Cube,0.8,1.2,0.4
1760,train,False,Inverted_Cone,0.5,0.5,0.4
1761,train,False,Cylinder,0.4,1.3,0.3
1762,train,False,Sphere,0.4,1.2,0.6
1763,train,False,Cube,0.5,1.0,0.3
1764,train,False,Inverted_Cone,1.0,1.2,0.7
1765,train,False,Torus,0.4,0.8,0.5
1766,train,False,Side_Cylinder,1.2,0.8,0.5
1767,train,False,Cone,0.4,1.4,0.6
1768,train,False,Torus,1.1,0.4,0.2
1769,train,False,Cylinder,1.3,0.7,0.8
1770,train,False,Cube,1.3,1.1,0.2
1771,train,False,Side_Cylinder,0.6,1.6,0.4
1772,train,False,Cube,0.4,1.3,0.7
1773,train,False,Cone,0.4,0.8,0.5
1774,train,False,Side_Cylinder,1.3,1.3,0.3
1775,train,False,Cylinder,0.6,1.1,0.2
1776,train,False,Side_Cylinder,0.5,0.8,0.9
1777,train,False,Cube,1.3,1.3,0.7
1778,train,False,Torus,1.4,1.0,0.5
1779,train,False,Sphere,1.1,1.6,0.3
1780,train,False,Cone,1.6,0.4,0.2
1781,train,False,Torus,1.4,0.6,0.3
1782,train,False,Side_Cylinder,1.6,1.6,0.8
1783,train,False,Torus,1.3,1.6,0.2
1784,train,False,Torus,0.4,0.7,0.4
1785,train,False,Cone,0.7,0.4,0.6
1786,train,False,Torus,1.4,0.4,0.8
1787,train,False,Cube,1.1,0.8,0.6
1788,train,False,Cylinder,0.4,1.2,0.7
1789,train,False,Torus,0.5,1.6,0.1
1790,train,False,Inverted_Cone,1.3,1.2,0.5
1791,train,False,Sphere,1.6,0.6,0.1
1792,train,False,Cube,1.0,0.6,0.2
1793,train,False,Torus,1.4,1.1,0.3
1794,train,False,Cone,1.3,0.6,0.8
1795,train,False,Cone,0.9,1.3,0.1
1796,train,False,Inverted_Cone,1.4,0.9,0.8
1797,train,False,Torus,0.9,1.3,0.3
1798,train,False,Cylinder,1.3,1.2,0.1
1799,train,False,Cone,0.5,1.1,0.5
1800,train,False,Cone,1.1,1.3,0.8
1801,train,False,Cone,1.1,0.8,0.7
1802,train,False,Cylinder,0.4,1.4,0.2
1803,train,False,Sphere,1.2,1.0,0.6
1804,train,False,Cube,1.1,0.6,0.5
1805,train,False,Cone,0.7,1.6,0.7
1806,train,False,Cube,0.4,1.6,0.3
1807,train,False,Side_Cylinder,1.2,0.6,0.8
1808,train,False,Side_Cylinder,1.0,0.8,0.2
1809,train,False,Cylinder,0.7,1.2,0.1
1810,train,False,Inverted_Cone,0.8,1.0,0.2
1811,train,False,Sphere,1.6,1.3,0.8
1812,train,False,Cube,1.4,0.8,0.8
1813,train,False,Inverted_Cone,1.0,1.2,0.6
1814,train,False,Inverted_Cone,1.0,0.6,0.4
1815,train,False,Cube,1.0,0.5,0.8
1816,train,False,Cylinder,0.7,0.6,0.8
1817,train,False,Cone,1.1,1.6,0.3
1818,train,False,Cylinder,1.0,1.4,0.2
1819,train,False,Torus,1.2,0.5,0.6
1820,train,False,Sphere,1.6,0.4,0.8
1821,train,False,Torus,0.4,1.0,0.1
1822,train,False,Sphere,1.6,1.0,0.2
1823,train,False,Cube,1.2,0.9,0.9
1824,train,False,Sphere,0.7,0.6,0.7
1825,train,False,Torus,0.8,0.8,0.9
1826,train,False,Cube,0.4,0.4,0.6
1827,train,False,Inverted_Cone,1.2,1.4,0.3
1828,train,False,Side_Cylinder,1.0,1.2,0.8
1829,train,False,Torus,1.4,1.4,0.6
1830,train,False,Inverted_Cone,0.8,1.6,0.2
1831,train,False,Cone,0.4,1.2,0.4
1832,train,False,Cone,1.3,0.5,0.4
1833,train,False,Inverted_Cone,1.6,1.2,0.8
1834,train,False,Sphere,0.6,0.7,0.4
1835,train,False,Sphere,0.9,0.6,0.8
1836,train,False,Cube,1.4,1.0,0.2
1837,train,False,Inverted_Cone,0.6,0.9,0.9
1838,train,False,Sphere,0.7,1.2,0.9
1839,train,False,Cone,0.4,1.2,0.7
1840,train,False,Torus,0.4,0.4,0.8
1841,train,False,Cube,1.0,0.5,0.2
1842,train,False,Cone,1.2,1.1,0.3
1843,train,False,Sphere,1.2,1.6,0.5
1844,train,False,Side_Cylinder,1.2,1.4,0.9
1845,train,False,Sphere,0.7,1.3,0.1
1846,train,False,Cylinder,0.4,0.4,0.3
1847,train,False,Cylinder,1.6,0.5,0.1
1848,train,False,Inverted_Cone,0.7,0.9,0.3
1849,train,False,Cone,1.3,0.7,0.2
1850,train,False,Cube,0.9,1.6,0.1
1851,train,False,Torus,1.2,1.3,0.2
1852,train,False,Side_Cylinder,0.5,0.7,0.5
1853,train,False,Cylinder,0.5,0.9,0.2
1854,train,False,Cone,0.5,0.4,0.7
1855,train,False,Inverted_Cone,1.4,1.3,0.1
1856,train,False,Torus,0.4,0.7,0.1
1857,train,False,Side_Cylinder,1.6,0.6,0.8
1858,train,False,Cylinder,1.6,0.8,0.6
1859,train,False,Cube,0.7,0.7,0.3
1860,train,False,Side_Cylinder,1.2,1.6,0.5
1861,train,False,Cylinder,1.3,0.6,0.2
1862,train,False,Inverted_Cone,0.4,1.6,0.8
1863,train,False,Inverted_Cone,1.3,1.4,0.2
1864,train,False,Inverted_Cone,0.5,0.8,0.1
1865,train,False,Cylinder,1.3,1.6,0.9
1866,train,False,Inverted_Cone,1.3,0.4,0.5
1867,train,False,Cone,1.6,1.1,0.8
1868,train,False,Side_Cylinder,0.4,0.4,0.9
1869,train,False,Cylinder,1.2,0.4,0.4
1870,train,False,Torus,1.6,0.4,0.4
1871,train,False,Side_Cylinder,1.2,0.5,0.3
1872,train,False,Cone,0.8,0.9,0.4
1873,train,False,Cylinder,1.4,0.5,0.2
1874,train,False,Torus,0.4,0.7,0.2
1875,train,False,Inverted_Cone,1.2,0.9,0.4
1876,train,False,Sphere,0.8,1.3,0.9
1877,train,False,Side_Cylinder,1.2,0.9,0.6
1878,train,False,Sphere,0.7,0.8,0.8
1879,train,False,Sphere,1.2,1.1,0.3
1880,train,False,Sphere,0.8,1.4,0.9
1881,train,False,Sphere,1.3,0.6,0.9
1882,train,False,Side_Cylinder,0.9,1.4,0.9
1883,train,False,Sphere,0.8,0.7,0.3
1884,train,False,Inverted_Cone,0.4,0.5,0.9
1885,train,False,Cylinder,1.4,1.3,0.7
1886,train,False,Cylinder,0.9,0.7,0.4
1887,train,False,Cylinder,1.1,0.5,0.8
1888,train,False,Cube,1.4,1.2,0.9
1889,train,False,Cone,0.9,1.4,0.9
1890,train,False,Cylinder,1.2,1.0,0.4
1891,train,False,Cube,0.6,0.7,0.3
1892,train,False,Sphere,0.6,1.2,0.6
1893,train,False,Torus,1.0,0.8,0.2
1894,train,False,Sphere,0.8,1.1,0.5
1895,train,False,Inverted_Cone,0.6,0.4,0.3
1896,train,False,Sphere,1.0,1.4,0.6
1897,train,False,Cone,0.5,0.8,0.1
1898,train,False,Side_Cylinder,1.2,0.8,0.4
1899,train,False,Cylinder,1.2,1.6,0.1
1900,train,False,Sphere,1.1,1.3,0.7
1901,train,False,Cylinder,1.3,0.8,0.7
1902,train,False,Side_Cylinder,1.4,0.8,0.4
1903,train,False,Side_Cylinder,1.4,0.7,0.1
1904,train,False,Torus,0.8,1.6,0.7
1905,train,False,Cylinder,0.8,0.6,0.6
1906,train,False,Side_Cylinder,0.8,1.2,0.6
1907,train,False,Torus,0.9,0.4,0.6
1908,train,False,Cube,0.6,1.0,0.6
1909,train,False,Sphere,1.3,1.0,0.2
1910,train,False,Cone,0.6,0.8,0.8
1911,train,False,Cone,1.2,0.7,0.8
1912,train,False,Sphere,1.0,0.5,0.8
1913,train,False,Inverted_Cone,0.9,1.2,0.5
1914,train,False,Cone,1.6,0.4,0.3
1915,train,False,Sphere,0.5,0.9,0.3
1916,train,False,Torus,0.9,0.6,0.2
1917,train,False,Side_Cylinder,1.6,0.8,0.9
1918,train,False,Cube,0.6,0.8,0.7
1919,train,False,Side_Cylinder,0.4,1.6,0.9
1920,train,False,Sphere,0.7,0.5,0.1
1921,train,False,Torus,0.9,0.9,0.4
1922,train,False,Sphere,1.2,1.3,0.8
1923,train,False,Cylinder,1.3,0.7,0.4
1924,train,False,Inverted_Cone,1.6,0.8,0.1
1925,train,False,Cube,0.4,1.4,0.8
1926,train,False,Inverted_Cone,1.2,1.6,0.3
1927,train,False,Sphere,0.5,1.4,0.4
1928,train,False,Cube,1.2,0.5,0.3
1929,train,False,Cylinder,1.0,0.4,0.4
1930,train,False,Cone,1.2,1.1,0.9
1931,train,False,Cone,1.6,0.4,0.4
1932,train,False,Cone,1.6,1.0,0.3
1933,train,False,Cube,0.9,1.0,0.9
1934,train,False,Cone,1.3,1.4,0.6
1935,train,False,Torus,1.4,0.8,0.5
1936,train,False,Cylinder,1.4,0.9,0.9
1937,train,False,Side_Cylinder,1.0,1.2,0.1
1938,train,False,Side_Cylinder,1.6,0.5,0.7
1939,train,False,Cylinder,0.6,0.8,0.9
1940,train,False,Cone,1.6,1.3,0.1
1941,train,False,Cube,1.1,0.8,0.1
1942,train,False,Inverted_Cone,0.6,1.0,0.5
1943,train,False,Cone,1.3,0.8,0.9
1944,train,False,Cone,1.2,1.4,0.3
1945,train,False,Cone,0.7,0.5,0.4
1946,train,False,Side_Cylinder,0.5,0.5,0.8
1947,train,False,Inverted_Cone,0.9,1.4,0.7
1948,train,False,Side_Cylinder,1.2,1.1,0.7
1949,train,False,Cube,1.6,1.0,0.3
1950,train,False,Torus,1.2,0.7,0.1
1951,train,False,Side_Cylinder,1.1,0.6,0.5
1952,train,False,Sphere,0.6,1.4,0.8
1953,train,False,Side_Cylinder,0.4,1.3,0.1
1954,train,False,Side_Cylinder,0.7,1.4,0.6
1955,train,False,Side_Cylinder,0.9,1.0,0.6
1956,train,False,Sphere,0.8,1.0,0.7
1957,train,False,Sphere,1.6,1.6,0.8
1958,train,False,Side_Cylinder,0.4,1.1,0.8
1959,train,False,Inverted_Cone,1.0,0.9,0.1
1960,train,False,Torus,0.4,1.3,0.2
1961,train,False,Side_Cylinder,1.6,1.4,0.7
1962,train,False,Side_Cylinder,1.4,0.8,0.7
1963,train,False,Cube,1.1,0.6,0.1
1964,train,False,Side_Cylinder,1.2,0.5,0.8
1965,train,False,Side_Cylinder,0.7,0.7,0.1
1966,train,False,Cone,1.3,0.6,0.6
1967,train,False,Cylinder,0.6,1.6,0.9
1968,train,False,Cube,1.2,0.9,0.1
1969,train,False,Side_Cylinder,1.3,1.6,0.5
1970,train,False,Cylinder,1.2,1.2,0.6
1971,train,False,Inverted_Cone,1.2,1.2,0.9
1972,train,False,Torus,1.1,1.1,0.8
1973,train,False,Cube,1.2,1.0,0.2
1974,train,False,Torus,0.5,1.2,0.5
1975,train,False,Cylinder,0.5,0.8,0.9
1976,train,False,Torus,0.8,0.5,0.6
1977,train,False,Cube,1.3,1.1,0.3
1978,train,False,Cone,0.7,0.9,0.9
1979,train,False,Cube,1.2,1.2,0.2
1980,train,False,Cylinder,0.7,1.2,0.5
1981,train,False,Side_Cylinder,1.3,0.9,0.4
1982,train,False,Cone,1.0,1.4,0.6
1983,train,False,Torus,1.4,0.9,0.5
1984,train,False,Inverted_Cone,0.8,1.3,0.9
1985,train,False,Inverted_Cone,0.4,0.5,0.8
1986,train,False,Torus,0.6,1.3,0.9
1987,train,False,Torus,1.3,1.4,0.4
1988,train,False,Torus,1.6,1.6,0.2
1989,train,False,Torus,1.2,1.2,0.2
1990,train,False,Side_Cylinder,1.0,1.3,0.1
1991,train,False,Side_Cylinder,1.1,1.6,0.4
1992,train,False,Torus,1.1,1.4,0.5
1993,train,False,Sphere,1.0,0.8,0.8
1994,train,False,Side_Cylinder,0.7,1.3,0.8
1995,train,False,Cylinder,0.8,0.4,0.5
1996,train,False,Cone,1.1,0.4,0.1
1997,train,False,Torus,0.6,1.1,0.4
1998,train,False,Inverted_Cone,1.6,1.0,0.1
1999,train,False,Torus,0.6,0.4,0.4
2000,train,False,Sphere,0.6,0.8,0.9
2001,train,False,Cone,0.8,1.0,0.8
2002,train,False,Torus,1.1,0.4,0.9
2003,train,False,Sphere,1.1,1.2,0.7
2004,train,False,Side_Cylinder,1.6,0.9,0.3
2005,train,False,Side_Cylinder,0.6,1.3,0.9
2006,train,False,Inverted_Cone,1.3,0.6,0.7
2007,train,False,Torus,0.5,1.4,0.7
2008,train,False,Sphere,1.1,1.1,0.5
2009,train,False,Inverted_Cone,0.5,1.6,0.2
2010,train,False,Cone,1.0,0.6,0.5
2011,train,False,Cylinder,1.6,1.0,0.9
2012,train,False,Cube,0.6,1.1,0.5
2013,train,False,Cone,0.8,0.5,0.3
2014,train,False,Cone,1.3,0.4,0.6
2015,train,False,Side_Cylinder,1.3,0.9,0.9
2016,train,False,Side_Cylinder,0.6,1.4,0.6
2017,train,False,Cylinder,0.8,0.6,0.7
2018,train,False,Inverted_Cone,1.4,0.6,0.7
2019,train,False,Torus,1.1,1.0,0.3
2020,train,False,Torus,1.2,1.2,0.6
2021,train,False,Torus,0.9,0.6,0.1
2022,train,False,Cube,1.1,1.2,0.7
2023,train,False,Cylinder,0.5,1.1,0.8
2024,train,False,Inverted_Cone,1.0,0.7,0.2
2025,train,False,Cube,1.3,1.1,0.6
2026,train,False,Sphere,1.2,1.2,0.9
2027,train,False,Cylinder,0.7,0.7,0.2
2028,train,False,Cylinder,1.1,0.6,0.7
2029,train,False,Sphere,0.4,0.7,0.2
2030,train,False,Cylinder,1.6,1.0,0.5
2031,train,False,Inverted_Cone,1.2,0.6,0.5
2032,train,False,Cylinder,1.1,1.1,0.6
2033,train,False,Cube,0.8,1.4,0.4
2034,train,False,Side_Cylinder,1.3,0.7,0.6
2035,train,False,Side_Cylinder,1.0,1.0,0.3
2036,train,False,Inverted_Cone,0.9,1.1,0.2
2037,train,False,Cube,0.5,0.5,0.2
2038,train,False,Cube,0.4,1.2,0.5
2039,train,False,Cylinder,1.3,1.4,0.2
2040,train,False,Cylinder,1.4,1.1,0.4
2041,train,False,Inverted_Cone,1.1,0.5,0.9
2042,train,False,Cube,1.6,1.6,0.4
2043,train,False,Side_Cylinder,0.6,1.2,0.3
2044,train,False,Cone,0.8,1.2,0.5
2045,train,False,Cylinder,1.0,1.2,0.5
2046,train,False,Cylinder,1.1,0.6,0.2
2047,train,False,Inverted_Cone,0.5,1.3,0.9
2048,train,False,Cube,1.4,1.1,0.6
2049,train,False,Torus,1.1,1.3,0.5
2050,train,False,Sphere,1.6,0.9,0.6
2051,train,False,Cylinder,0.5,1.4,0.2
2052,train,False,Inverted_Cone,1.0,0.4,0.5
2053,train,False,Cylinder,0.7,0.4,0.1
2054,train,False,Cone,0.8,1.0,0.2
2055,train,False,Torus,0.5,0.8,0.9
2056,train,False,Torus,0.7,0.4,0.8
2057,train,False,Side_Cylinder,1.0,0.4,0.6
2058,train,False,Torus,0.4,0.8,0.7
2059,train,False,Torus,0.4,1.1,0.3
2060,train,False,Cube,0.9,0.8,0.8
2061,train,False,Side_Cylinder,1.0,0.8,0.4
2062,train,False,Inverted_Cone,1.4,1.0,0.3
2063,train,False,Cylinder,0.8,0.5,0.3
2064,train,False,Cylinder,0.8,1.6,0.7
2065,train,False,Cube,1.3,1.3,0.6
2066,train,False,Side_Cylinder,1.3,1.3,0.2
2067,train,False,Cone,1.2,1.4,0.9
2068,train,False,Side_Cylinder,1.0,0.4,0.8
2069,train,False,Cube,0.9,0.8,0.3
2070,train,False,Torus,1.0,0.5,0.5
2071,train,False,Sphere,0.7,1.1,0.8
2072,train,False,Cube,0.5,1.3,0.6
2073,train,False,Sphere,0.4,0.7,0.8
2074,train,False,Sphere,0.9,1.6,0.6
2075,train,False,Cylinder,1.2,1.1,0.4
2076,train,False,Cone,1.0,1.2,0.3
2077,train,False,Sphere,0.4,1.0,0.8
2078,train,False,Inverted_Cone,0.4,1.2,0.6
2079,train,False,Inverted_Cone,1.0,1.3,0.1
2080,train,False,Cone,0.5,0.4,0.2
2081,train,False,Cone,1.2,1.2,0.8
2082,train,False,Sphere,0.4,0.8,0.6
2083,train,False,Cone,0.9,1.3,0.6
2084,train,False,Torus,1.0,0.5,0.4
2085,train,False,Cone,1.4,1.4,0.1
2086,train,False,Inverted_Cone,1.2,1.0,0.8
2087,train,False,Cube,0.6,0.9,0.4
2088,train,False,Cube,1.2,0.7,0.3
2089,train,False,Cube,0.8,0.5,0.5
2090,train,False,Cone,1.6,1.1,0.1
2091,train,False,Sphere,0.9,1.6,0.3
2092,train,False,Torus,0.6,0.6,0.6
2093,train,False,Cone,1.0,0.5,0.3
2094,train,False,Torus,0.9,0.7,0.9
2095,train,False,Cylinder,1.0,1.2,0.7
2096,train,False,Side_Cylinder,0.7,1.2,0.4
2097,train,False,Sphere,0.6,0.5,0.5
2098,train,False,Cylinder,1.1,1.6,0.9
2099,train,False,Sphere,1.6,0.7,0.7
2100,train,False,Side_Cylinder,1.4,1.2,0.3
2101,train,False,Cone,1.6,1.4,0.1
2102,train,False,Cylinder,0.4,1.6,0.4
2103,train,False,Cube,1.0,1.3,0.4
2104,train,False,Cube,1.0,0.7,0.6
2105,train,False,Side_Cylinder,0.6,1.6,0.3
2106,train,False,Cylinder,0.8,1.4,0.8
2107,train,False,Cone,0.8,1.6,0.8
2108,train,False,Torus,1.4,1.4,0.7
2109,train,False,Cone,0.5,0.7,0.3
2110,train,False,Cylinder,1.4,1.4,0.3
2111,train,False,Side_Cylinder,0.5,1.0,0.5
2112,train,False,Cube,0.4,0.5,0.1
2113,train,False,Sphere,1.6,1.3,0.6
2114,train,False,Cylinder,0.8,0.8,0.7
2115,train,False,Cube,0.4,0.8,0.5
2116,train,False,Side_Cylinder,0.5,0.4,0.4
2117,train,False,Cone,1.3,0.5,0.7
2118,train,False,Cylinder,0.6,1.3,0.6
2119,train,False,Cone,1.3,1.2,0.8
2120,train,False,Cylinder,0.9,1.1,0.6
2121,train,False,Cube,1.2,0.6,0.2
2122,train,False,Sphere,1.6,0.7,0.4
2123,train,False,Sphere,0.8,0.5,0.5
2124,train,False,Cylinder,1.2,1.6,0.2
2125,train,False,Side_Cylinder,1.2,0.9,0.3
2126,train,False,Cube,1.1,0.7,0.4
2127,train,False,Sphere,0.8,0.4,0.3
2128,train,False,Cylinder,1.2,0.6,0.8
2129,train,False,Torus,1.6,0.8,0.6
2130,train,False,Torus,1.3,1.1,0.7
2131,train,False,Torus,1.3,0.6,0.3
2132,train,False,Cube,1.6,0.7,0.7
2133,train,False,Cone,1.4,0.5,0.7
2134,train,False,Torus,0.7,0.7,0.1
2135,train,False,Cone,0.9,1.1,0.1
2136,train,False,Cylinder,0.4,0.4,0.2
2137,train,False,Sphere,1.2,1.2,0.3
2138,train,False,Sphere,0.9,1.2,0.1
2139,train,False,Inverted_Cone,0.5,1.0,0.6
2140,train,False,Side_Cylinder,1.4,0.4,0.5
2141,train,False,Cube,1.2,0.6,0.6
2142,train,False,Inverted_Cone,1.2,0.5,0.7
2143,train,False,Cylinder,0.4,0.9,0.1
2144,train,False,Sphere,0.7,1.6,0.4
2145,train,False,Sphere,1.6,0.8,0.1
2146,train,False,Cylinder,1.4,1.1,0.2
2147,train,False,Side_Cylinder,0.4,0.7,0.8
2148,train,False,Torus,1.3,1.6,0.3
2149,train,False,Cylinder,0.9,1.1,0.9
2150,train,False,Side_Cylinder,0.8,0.6,0.7
2151,train,False,Cube,0.9,0.7,0.1
2152,train,False,Sphere,1.1,1.6,0.2
2153,train,False,Sphere,0.7,1.3,0.2
2154,train,False,Cube,0.4,0.6,0.3
2155,train,False,Inverted_Cone,1.2,0.5,0.1
2156,train,False,Cylinder,0.4,0.9,0.7
2157,train,False,Cone,0.7,1.6,0.4
2158,train,False,Inverted_Cone,1.4,0.8,0.5
2159,train,False,Sphere,0.6,1.0,0.9
2160,train,False,Inverted_Cone,1.3,1.3,0.3
2161,train,False,Inverted_Cone,0.6,0.7,0.3
2162,train,False,Side_Cylinder,1.0,0.9,0.7
2163,train,False,Sphere,0.9,1.4,0.4
2164,train,False,Cylinder,1.2,0.9,0.6
2165,train,False,Cube,1.2,1.3,0.9
2166,train,False,Side_Cylinder,0.9,0.5,0.9
2167,train,False,Torus,0.5,1.3,0.8
2168,train,False,Cylinder,0.4,0.4,0.4
2169,train,False,Cone,1.1,1.4,0.7
2170,train,False,Cone,0.6,1.3,0.6
2171,train,False,Cone,0.4,0.6,0.1
2172,train,False,Side_Cylinder,1.0,0.6,0.8
2173,train,False,Torus,0.5,0.7,0.9
2174,train,False,Cube,1.0,1.3,0.5
2175,train,False,Cone,0.5,1.3,0.4
2176,train,False,Inverted_Cone,0.5,1.2,0.3
2177,train,False,Inverted_Cone,0.7,1.4,0.2
2178,train,False,Cone,0.9,0.4,0.3
2179,train,False,Torus,0.7,0.9,0.4
2180,train,False,Cylinder,0.7,1.3,0.9
2181,train,False,Cube,1.2,1.4,0.1
2182,train,False,Sphere,1.2,0.7,0.8
2183,train,False,Side_Cylinder,1.6,1.3,0.5
2184,train,False,Torus,0.8,0.9,0.7
2185,train,False,Side_Cylinder,1.1,1.3,0.1
2186,train,False,Sphere,1.6,1.1,0.8
2187,train,False,Torus,0.9,0.7,0.8
2188,train,False,Inverted_Cone,1.4,1.4,0.8
2189,train,False,Inverted_Cone,0.5,1.2,0.8
2190,train,False,Inverted_Cone,1.0,0.5,0.6
2191,train,False,Torus,0.6,1.6,0.1
2192,train,False,Inverted_Cone,0.8,1.4,0.7
2193,train,False,Sphere,0.8,1.4,0.8
2194,train,False,Torus,1.2,0.8,0.9
2195,train,False,Inverted_Cone,0.5,0.4,0.6
2196,train,False,Torus,0.4,1.6,0.1
2197,train,False,Cube,0.6,1.1,0.1
2198,train,False,Torus,1.1,1.4,0.4
2199,train,False,Inverted_Cone,0.9,1.6,0.3
2200,train,False,Inverted_Cone,0.6,1.2,0.9
2201,train,False,Inverted_Cone,0.5,0.6,0.1
2202,train,False,Side_Cylinder,1.4,1.1,0.7
2203,train,False,Sphere,1.4,1.0,0.5
2204,train,False,Cylinder,1.0,1.6,0.8
2205,train,False,Sphere,0.4,1.2,0.9
2206,train,False,Cube,0.7,1.2,0.8
2207,train,False,Torus,1.4,1.3,0.7
2208,train,False,Inverted_Cone,0.7,1.1,0.1
2209,train,False,Inverted_Cone,1.4,1.3,0.3
2210,train,False,Torus,0.4,0.5,0.3
2211,train,False,Side_Cylinder,0.4,1.2,0.3
2212,train,False,Cube,0.9,1.2,0.3
2213,train,False,Cylinder,0.4,1.6,0.5
2214,train,False,Side_Cylinder,1.0,0.7,0.9
2215,train,False,Torus,1.1,0.7,0.7
2216,train,False,Cone,0.4,1.1,0.3
2217,train,False,Torus,0.7,0.7,0.7
2218,train,False,Torus,1.0,1.1,0.2
2219,train,False,Cone,1.2,1.6,0.3
2220,train,False,Cone,1.2,1.1,0.4
2221,train,False,Side_Cylinder,1.6,0.6,0.7
2222,train,False,Cone,0.8,0.9,0.7
2223,train,False,Torus,1.1,0.5,0.2
2224,train,False,Inverted_Cone,0.8,1.2,0.8
2225,train,False,Inverted_Cone,1.6,0.4,0.1
2226,train,False,Cube,1.0,0.4,0.8
2227,train,False,Cone,0.8,1.3,0.5
2228,train,False,Cylinder,0.5,0.4,0.5
2229,train,False,Sphere,1.3,0.8,0.6
2230,train,False,Sphere,1.1,0.5,0.7
