trial_num,data_segment,violation,shape,wall_type,obj_width,obj_height,opening_width,opening_height
1288,train,False,Torus,Normal,1.1,1.4,0.0,0.0
1289,train,False,Torus,Open,1.1,0.9,0.8,1.1
1290,train,False,Sphere,Open,1.3,0.5,0.9,0.8
1291,train,False,Cylinder,Soft,1.3,1.1,0.0,0.0
1292,train,False,Inverted_Cone,Open,0.9,1.1,0.9,1.7
1293,train,False,Sphere,Open,1.4,0.9,1.1,1.1
1294,train,False,Side_Cylinder,Soft,1.6,0.8,0.0,0.0
1295,train,False,Cube,Normal,0.8,1.4,0.0,0.0
1296,train,False,Inverted_Cone,Soft,0.5,0.5,0.0,0.0
1297,train,False,Cylinder,Open,0.8,1.0,1.1,1.0
1298,train,False,Cube,Normal,1.0,1.0,0.0,0.0
1299,train,False,Cylinder,Open,1.0,0.9,1.6,0.8
1300,train,False,Cylinder,Soft,1.1,1.0,0.0,0.0
1301,train,False,Sphere,Open,0.8,0.6,1.6,1.2
1302,train,False,Cube,Soft,0.6,0.8,0.0,0.0
1303,train,False,Inverted_Cone,Soft,1.3,1.2,0.0,0.0
1304,train,False,Cube,Normal,1.0,0.4,0.0,0.0
1305,train,False,Sphere,Soft,1.0,1.4,0.0,0.0
1306,train,False,Cube,Open,0.8,1.4,1.4,0.8
1307,train,False,Side_Cylinder,Open,0.5,0.5,1.5,1.0
1308,train,False,Side_Cylinder,Soft,0.4,1.2,0.0,0.0
1309,train,False,Cone,Open,1.1,0.6,1.2,1.8
1310,train,False,Side_Cylinder,Open,0.8,0.4,1.5,1.7
1311,train,False,Inverted_Cone,Open,0.5,0.9,0.9,1.7
1312,train,False,Cylinder,Soft,1.1,0.6,0.0,0.0
1313,train,False,Side_Cylinder,Open,0.6,0.7,1.0,0.6
1314,train,False,Cylinder,Open,0.8,0.7,1.1,1.4
1315,train,False,Torus,Open,1.6,1.1,1.4,1.2
1316,train,False,Cylinder,Soft,1.0,0.7,0.0,0.0
1317,train,False,Cube,Open,0.7,0.9,1.3,1.2
1318,train,False,Sphere,Open,0.4,0.9,1.5,1.6
1319,train,False,Side_Cylinder,Open,0.7,0.8,1.1,1.4
1320,train,False,Inverted_Cone,Soft,0.7,1.0,0.0,0.0
1321,train,False,Inverted_Cone,Normal,1.3,0.5,0.0,0.0
1322,train,False,Cone,Normal,1.2,0.4,0.0,0.0
1323,train,False,Cube,Open,0.5,1.2,0.6,1.7
1324,train,False,Torus,Normal,1.2,1.1,0.0,0.0
1325,train,False,Cylinder,Soft,0.6,0.9,0.0,0.0
1326,train,False,Sphere,Open,1.0,0.4,1.0,1.2
1327,train,False,Cylinder,Normal,1.5,0.7,0.0,0.0
1328,train,False,Cube,Soft,0.9,1.3,0.0,0.0
1329,train,False,Torus,Normal,1.4,1.0,0.0,0.0
1330,train,False,Inverted_Cone,Soft,0.6,0.4,0.0,0.0
1331,train,False,Torus,Normal,1.5,1.4,0.0,0.0
1332,train,False,Cone,Open,0.9,1.3,1.3,1.3
1333,train,False,Cylinder,Open,0.8,1.4,1.5,1.7
1334,train,False,Torus,Normal,1.2,1.2,0.0,0.0
1335,train,False,Sphere,Soft,0.8,1.0,0.0,0.0
1336,train,False,Cube,Open,1.4,1.3,1.6,1.6
1337,train,False,Cube,Open,0.8,1.1,0.9,1.8
1338,train,False,Cone,Soft,1.0,0.4,0.0,0.0
1339,train,False,Torus,Open,1.0,1.1,1.5,1.2
1340,train,False,Side_Cylinder,Open,1.5,0.8,1.0,1.6
1341,train,False,Sphere,Normal,1.1,1.2,0.0,0.0
1342,train,False,Cube,Normal,1.6,1.3,0.0,0.0
1343,train,False,Inverted_Cone,Normal,1.6,1.4,0.0,0.0
1344,train,False,Cylinder,Open,1.1,1.3,0.7,1.3
1345,train,False,Cylinder,Normal,1.5,0.9,0.0,0.0
1346,train,False,Cube,Open,0.9,0.4,0.6,1.2
1347,train,False,Side_Cylinder,Soft,0.8,0.6,0.0,0.0
1348,train,False,Cylinder,Open,0.9,0.7,1.4,0.6
1349,train,False,Torus,Soft,1.2,0.4,0.0,0.0
1350,train,False,Side_Cylinder,Normal,1.6,0.8,0.0,0.0
1351,train,False,Cone,Normal,0.7,0.4,0.0,0.0
1352,train,False,Cylinder,Open,0.4,1.3,0.8,1.1
1353,train,False,Inverted_Cone,Normal,0.9,1.4,0.0,0.0
1354,train,False,Inverted_Cone,Open,0.8,1.2,0.8,1.0
1355,train,False,Cone,Open,0.7,0.9,0.7,0.7
1356,train,False,Cube,Soft,1.4,1.2,0.0,0.0
1357,train,False,Inverted_Cone,Open,0.7,0.5,1.1,1.5
1358,train,False,Inverted_Cone,Normal,1.4,1.0,0.0,0.0
1359,train,False,Torus,Normal,0.6,1.1,0.0,0.0
1360,train,False,Torus,Normal,0.5,0.5,0.0,0.0
1361,train,False,Cube,Open,1.4,1.4,1.2,1.1
1362,train,False,Cylinder,Normal,1.6,0.9,0.0,0.0
1363,train,False,Side_Cylinder,Open,1.1,0.9,1.1,1.6
1364,train,False,Sphere,Open,1.6,0.4,0.9,1.6
1365,train,False,Cylinder,Open,0.9,0.9,1.3,0.6
1366,train,False,Cylinder,Open,0.8,1.1,1.4,0.9
1367,train,False,Cylinder,Open,1.4,1.3,0.6,1.6
1368,train,False,Cube,Soft,0.6,0.6,0.0,0.0
1369,train,False,Cylinder,Open,0.5,0.7,1.5,1.6
1370,train,False,Side_Cylinder,Open,0.6,0.6,1.3,1.4
1371,train,False,Torus,Open,0.5,0.6,0.8,1.5
1372,train,False,Cylinder,Open,1.5,0.5,1.3,1.6
1373,train,False,Inverted_Cone,Normal,1.4,0.8,0.0,0.0
1374,train,False,Cylinder,Open,1.5,0.9,1.3,0.9
1375,train,False,Sphere,Normal,1.1,0.4,0.0,0.0
1376,train,False,Torus,Open,1.4,1.4,0.7,1.0
1377,train,False,Side_Cylinder,Open,1.4,0.7,0.6,1.3
1378,train,False,Side_Cylinder,Soft,1.6,0.4,0.0,0.0
1379,train,False,Cube,Normal,1.6,1.4,0.0,0.0
1380,train,False,Cylinder,Soft,1.2,0.5,0.0,0.0
1381,train,False,Side_Cylinder,Open,0.8,1.3,1.6,0.9
1382,train,False,Side_Cylinder,Open,1.4,1.2,0.8,1.8
1383,train,False,Sphere,Normal,1.4,1.3,0.0,0.0
1384,train,False,Cube,Open,0.7,1.1,1.3,1.3
1385,train,False,Sphere,Open,1.0,1.2,1.4,1.8
1386,train,False,Side_Cylinder,Open,1.6,0.6,0.7,1.3
1387,train,False,Inverted_Cone,Open,0.5,1.1,1.5,0.9
1388,train,False,Cone,Soft,0.9,0.9,0.0,0.0
1389,train,False,Side_Cylinder,Normal,1.4,0.9,0.0,0.0
1390,train,False,Torus,Open,0.9,1.3,1.2,1.7
1391,train,False,Inverted_Cone,Soft,1.4,1.4,0.0,0.0
1392,train,False,Side_Cylinder,Open,1.6,1.0,1.1,1.6
1393,train,False,Cube,Open,0.4,0.7,1.0,1.8
1394,train,False,Cube,Normal,0.4,0.6,0.0,0.0
1395,train,False,Torus,Normal,0.5,0.4,0.0,0.0
1396,train,False,Inverted_Cone,Normal,1.1,1.0,0.0,0.0
1397,train,False,Cone,Open,0.9,0.7,1.6,1.0
1398,train,False,Cube,Open,0.4,0.6,1.4,1.8
1399,train,False,Cone,Open,1.5,0.4,0.9,1.2
1400,train,False,Inverted_Cone,Open,1.3,0.5,0.8,1.7
1401,train,False,Cube,Open,1.6,0.6,1.2,1.6
1402,train,False,Inverted_Cone,Open,1.6,1.1,1.3,0.7
1403,train,False,Torus,Open,0.6,0.5,1.6,0.8
1404,train,False,Inverted_Cone,Soft,0.9,0.8,0.0,0.0
1405,train,False,Sphere,Open,1.2,0.4,1.5,0.9
1406,train,False,Inverted_Cone,Open,0.5,1.3,1.0,1.3
1407,train,False,Cube,Open,0.6,1.4,1.5,0.7
1408,train,False,Cone,Soft,1.6,1.2,0.0,0.0
1409,train,False,Cube,Open,0.6,1.1,1.5,1.4
1410,train,False,Torus,Soft,0.5,0.7,0.0,0.0
1411,train,False,Sphere,Open,1.3,0.6,1.1,1.2
1412,train,False,Sphere,Open,0.6,0.6,0.7,1.0
1413,train,False,Cylinder,Open,0.6,0.8,1.0,1.6
1414,train,False,Sphere,Open,0.6,1.0,0.9,1.6
1415,train,False,Cylinder,Open,0.9,1.3,1.3,0.6
1416,train,False,Cone,Normal,0.4,1.1,0.0,0.0
1417,train,False,Cube,Open,0.4,0.9,1.0,1.3
1418,train,False,Torus,Open,1.0,0.4,0.8,1.8
1419,train,False,Inverted_Cone,Soft,1.1,1.2,0.0,0.0
1420,train,False,Inverted_Cone,Open,1.6,0.9,1.0,1.5
1421,train,False,Torus,Open,0.9,0.9,0.7,1.8
1422,train,False,Sphere,Soft,1.1,1.4,0.0,0.0
1423,train,False,Cube,Normal,0.4,1.4,0.0,0.0
1424,train,False,Side_Cylinder,Open,0.8,0.9,0.6,0.7
1425,train,False,Side_Cylinder,Open,1.1,1.2,0.8,1.6
1426,train,False,Cone,Normal,0.5,0.7,0.0,0.0
1427,train,False,Sphere,Soft,1.3,0.4,0.0,0.0
1428,train,False,Inverted_Cone,Normal,0.4,1.4,0.0,0.0
1429,train,False,Inverted_Cone,Open,1.3,0.6,1.4,1.7
1430,train,False,Sphere,Open,0.8,0.9,1.2,1.0
1431,train,False,Cube,Open,1.0,1.4,1.1,1.7
1432,train,False,Side_Cylinder,Soft,0.7,0.8,0.0,0.0
1433,train,False,Torus,Open,0.8,0.9,1.6,1.0
1434,train,False,Torus,Open,0.9,0.8,1.4,1.8
1435,train,False,Inverted_Cone,Soft,1.1,0.4,0.0,0.0
1436,train,False,Side_Cylinder,Soft,1.4,1.2,0.0,0.0
1437,train,False,Torus,Open,0.8,1.2,0.9,1.2
1438,train,False,Cube,Open,1.3,0.7,0.9,0.9
1439,train,False,Cone,Normal,1.0,0.9,0.0,0.0
1440,train,False,Torus,Open,0.9,1.0,1.1,1.1
1441,train,False,Inverted_Cone,Soft,0.9,1.1,0.0,0.0
1442,train,False,Side_Cylinder,Soft,0.5,1.2,0.0,0.0
1443,train,False,Side_Cylinder,Soft,1.3,0.9,0.0,0.0
1444,train,False,Cube,Open,1.4,1.0,0.6,1.4
1445,train,False,Inverted_Cone,Open,0.4,1.2,1.6,0.7
1446,train,False,Cone,Open,1.4,1.4,1.6,1.7
1447,train,False,Side_Cylinder,Soft,0.6,1.4,0.0,0.0
1448,train,False,Cone,Normal,1.2,1.4,0.0,0.0
1449,train,False,Sphere,Normal,0.6,1.3,0.0,0.0
1450,train,False,Torus,Open,0.5,0.7,0.6,1.2
1451,train,False,Cube,Open,0.9,0.8,0.8,0.7
1452,train,False,Torus,Open,0.6,1.2,1.3,1.0
1453,train,False,Sphere,Open,0.8,0.7,0.9,1.2
1454,train,False,Cube,Soft,0.4,1.3,0.0,0.0
1455,train,False,Sphere,Open,1.6,0.9,0.9,0.9
1456,train,False,Cube,Open,0.9,1.3,1.6,1.7
1457,train,False,Cone,Soft,0.7,1.0,0.0,0.0
1458,train,False,Cylinder,Open,0.8,1.0,1.2,0.9
1459,train,False,Cube,Normal,1.5,1.3,0.0,0.0
1460,train,False,Cylinder,Open,0.9,0.5,1.1,0.7
1461,train,False,Torus,Open,1.6,0.4,1.6,0.6
1462,train,False,Torus,Open,1.6,1.0,0.8,1.1
1463,train,False,Cylinder,Normal,0.6,1.2,0.0,0.0
1464,train,False,Inverted_Cone,Normal,0.4,0.5,0.0,0.0
1465,train,False,Side_Cylinder,Open,1.0,0.6,1.4,1.7
1466,train,False,Cone,Open,1.0,1.1,1.0,0.9
1467,train,False,Cylinder,Soft,0.6,1.0,0.0,0.0
1468,train,False,Cone,Open,1.0,0.7,0.6,1.0
1469,train,False,Cube,Open,1.4,0.9,1.4,1.3
1470,train,False,Cylinder,Soft,1.1,0.7,0.0,0.0
1471,train,False,Inverted_Cone,Open,1.1,1.1,1.1,1.6
1472,train,False,Side_Cylinder,Open,1.6,0.6,1.6,0.9
1473,train,False,Cone,Open,0.5,1.4,1.5,1.2
1474,train,False,Cylinder,Normal,0.6,1.1,0.0,0.0
1475,train,False,Torus,Open,0.9,0.7,1.0,1.3
1476,train,False,Sphere,Normal,0.9,0.6,0.0,0.0
1477,train,False,Cylinder,Open,1.1,0.4,1.2,1.3
1478,train,False,Cube,Open,0.5,0.6,1.3,0.8
1479,train,False,Inverted_Cone,Soft,0.5,1.0,0.0,0.0
1480,train,False,Torus,Open,1.1,0.9,1.0,1.5
1481,train,False,Cylinder,Normal,1.2,0.6,0.0,0.0
1482,train,False,Cylinder,Open,0.6,1.2,1.4,1.8
1483,train,False,Torus,Soft,1.4,0.5,0.0,0.0
1484,train,False,Cylinder,Normal,0.6,1.3,0.0,0.0
1485,train,False,Cube,Open,1.0,0.9,1.0,1.2
1486,train,False,Cone,Soft,1.6,0.4,0.0,0.0
1487,train,False,Inverted_Cone,Normal,0.6,1.2,0.0,0.0
1488,train,False,Cube,Normal,1.2,0.4,0.0,0.0
1489,train,False,Sphere,Open,1.3,0.5,1.3,1.3
1490,train,False,Cone,Soft,0.5,1.2,0.0,0.0
1491,train,False,Inverted_Cone,Soft,1.6,0.8,0.0,0.0
1492,train,False,Sphere,Open,0.5,1.0,1.0,1.4
1493,train,False,Inverted_Cone,Normal,0.9,0.8,0.0,0.0
1494,train,False,Cylinder,Soft,1.0,1.0,0.0,0.0
1495,train,False,Cylinder,Open,1.6,1.0,0.9,0.9
1496,train,False,Torus,Open,0.6,0.6,1.0,1.4
1497,train,False,Cylinder,Open,0.8,0.8,0.7,1.6
1498,train,False,Torus,Normal,0.7,1.1,0.0,0.0
1499,train,False,Cube,Open,0.7,1.1,1.1,0.8
1500,train,False,Cone,Soft,0.7,0.7,0.0,0.0
1501,train,False,Side_Cylinder,Soft,0.8,1.0,0.0,0.0
1502,train,False,Sphere,Open,1.0,0.5,1.5,1.1
1503,train,False,Torus,Open,1.2,1.1,0.8,0.8
1504,train,False,Sphere,Soft,0.7,1.3,0.0,0.0
1505,train,False,Cone,Soft,1.4,1.4,0.0,0.0
1506,train,False,Cylinder,Normal,1.1,1.0,0.0,0.0
1507,train,False,Cylinder,Soft,0.9,1.4,0.0,0.0
1508,train,False,Inverted_Cone,Open,0.4,1.0,1.4,0.9
1509,train,False,Cylinder,Normal,1.0,1.1,0.0,0.0
1510,train,False,Cube,Soft,0.9,1.2,0.0,0.0
1511,train,False,Cone,Open,1.5,1.1,1.0,0.8
1512,train,False,Cylinder,Normal,1.0,1.3,0.0,0.0
1513,train,False,Cube,Open,0.8,1.4,1.4,1.7
1514,train,False,Cylinder,Normal,1.1,1.1,0.0,0.0
1515,train,False,Sphere,Open,1.1,1.0,1.5,1.4
1516,train,False,Torus,Open,0.6,1.4,1.5,1.7
1517,train,False,Inverted_Cone,Open,0.8,0.5,0.9,0.8
1518,train,False,Sphere,Soft,1.1,1.2,0.0,0.0
1519,train,False,Side_Cylinder,Normal,1.3,1.2,0.0,0.0
1520,train,False,Cone,Normal,0.4,0.6,0.0,0.0
1521,train,False,Torus,Open,1.2,0.7,1.0,1.0
1522,train,False,Sphere,Open,1.5,1.1,1.3,0.7
1523,train,False,Cylinder,Soft,0.8,1.1,0.0,0.0
1524,train,False,Torus,Open,1.1,1.3,0.7,1.4
1525,train,False,Sphere,Soft,0.7,0.4,0.0,0.0
1526,train,False,Torus,Open,1.1,1.1,1.4,0.8
1527,train,False,Cylinder,Open,1.3,0.6,1.4,0.6
1528,train,False,Cylinder,Normal,0.7,0.8,0.0,0.0
1529,train,False,Sphere,Open,1.1,0.6,1.2,1.7
1530,train,False,Inverted_Cone,Open,1.3,0.5,0.7,1.8
1531,train,False,Torus,Soft,0.5,1.0,0.0,0.0
1532,train,False,Cone,Open,1.2,1.3,1.3,0.6
1533,train,False,Torus,Open,1.4,0.9,0.7,1.8
1534,train,False,Sphere,Soft,0.8,1.1,0.0,0.0
1535,train,False,Cone,Soft,0.8,0.8,0.0,0.0
1536,train,False,Side_Cylinder,Open,0.4,0.6,1.6,0.7
1537,train,False,Cylinder,Open,1.1,0.8,0.8,1.1
1538,train,False,Cube,Open,0.5,1.0,1.0,1.0
1539,train,False,Cylinder,Normal,0.4,0.9,0.0,0.0
1540,train,False,Side_Cylinder,Normal,0.8,1.0,0.0,0.0
1541,train,False,Cone,Open,0.5,0.5,0.6,1.6
1542,train,False,Cylinder,Normal,0.6,0.9,0.0,0.0
1543,train,False,Cone,Open,1.0,0.6,1.3,1.7
1544,train,False,Cylinder,Normal,0.7,1.1,0.0,0.0
1545,train,False,Inverted_Cone,Open,1.1,1.4,1.0,1.5
1546,train,False,Side_Cylinder,Open,0.4,0.6,1.0,0.6
1547,train,False,Torus,Soft,1.0,1.3,0.0,0.0
1548,train,False,Sphere,Open,1.5,1.4,1.4,0.7
1549,train,False,Cone,Open,0.5,0.8,1.4,0.7
1550,train,False,Side_Cylinder,Soft,0.9,1.3,0.0,0.0
1551,train,False,Inverted_Cone,Normal,0.4,0.8,0.0,0.0
1552,train,False,Cylinder,Soft,1.3,0.4,0.0,0.0
1553,train,False,Cone,Soft,0.4,0.6,0.0,0.0
1554,train,False,Torus,Soft,1.3,0.9,0.0,0.0
1555,train,False,Inverted_Cone,Open,0.9,0.7,1.1,1.1
1556,train,False,Sphere,Soft,0.6,0.9,0.0,0.0
1557,train,False,Cube,Normal,1.3,1.3,0.0,0.0
1558,train,False,Cube,Soft,1.2,1.2,0.0,0.0
1559,train,False,Torus,Open,1.1,1.4,1.0,1.1
1560,train,False,Cylinder,Normal,0.4,1.2,0.0,0.0
1561,train,False,Cylinder,Open,1.3,1.2,1.1,1.0
1562,train,False,Side_Cylinder,Soft,1.6,1.4,0.0,0.0
1563,train,False,Side_Cylinder,Open,0.5,1.1,1.0,1.4
1564,train,False,Sphere,Open,0.4,1.0,0.7,1.2
1565,train,False,Cylinder,Open,1.2,1.1,0.8,1.3
1566,train,False,Cylinder,Open,1.1,0.9,1.0,1.6
1567,train,False,Inverted_Cone,Open,0.5,0.7,1.2,1.3
1568,train,False,Side_Cylinder,Open,0.5,1.3,0.6,1.1
1569,train,False,Torus,Open,0.9,0.6,1.0,1.7
1570,train,False,Inverted_Cone,Open,1.0,1.0,1.2,0.9
1571,train,False,Torus,Soft,0.8,0.4,0.0,0.0
1572,train,False,Sphere,Open,0.5,0.5,1.0,1.8
1573,train,False,Cone,Normal,0.7,1.1,0.0,0.0
1574,train,False,Side_Cylinder,Open,1.2,0.5,0.7,1.8
1575,train,False,Inverted_Cone,Open,1.3,0.7,0.9,0.8
1576,train,False,Torus,Open,1.3,1.2,0.6,1.3
1577,train,False,Cube,Normal,0.5,1.3,0.0,0.0
1578,train,False,Cylinder,Open,1.0,1.1,1.5,1.2
1579,train,False,Side_Cylinder,Normal,1.4,0.8,0.0,0.0
1580,train,False,Cylinder,Soft,1.2,1.1,0.0,0.0
1581,train,False,Sphere,Open,1.3,0.5,1.0,0.9
1582,train,False,Sphere,Open,1.2,0.8,1.4,1.0
1583,train,False,Cone,Open,0.6,0.6,1.2,1.8
1584,train,False,Cylinder,Open,1.6,0.7,1.0,1.4
1585,train,False,Inverted_Cone,Normal,1.5,1.1,0.0,0.0
1586,train,False,Cone,Normal,0.6,1.0,0.0,0.0
1587,train,False,Torus,Open,0.8,0.9,1.0,1.2
1588,train,False,Inverted_Cone,Open,1.6,0.5,1.5,0.6
1589,train,False,Cube,Normal,1.4,0.8,0.0,0.0
1590,train,False,Inverted_Cone,Normal,0.9,1.1,0.0,0.0
1591,train,False,Cube,Open,0.4,1.2,1.6,0.6
1592,train,False,Sphere,Soft,0.4,1.1,0.0,0.0
1593,train,False,Cube,Open,0.9,0.6,1.5,1.5
1594,train,False,Inverted_Cone,Soft,0.8,1.2,0.0,0.0
1595,train,False,Side_Cylinder,Open,1.0,0.4,1.6,1.1
1596,train,False,Side_Cylinder,Normal,0.7,0.7,0.0,0.0
1597,train,False,Cube,Open,1.0,1.2,1.3,1.4
1598,train,False,Side_Cylinder,Open,1.3,0.5,1.5,1.6
1599,train,False,Cube,Open,1.0,0.7,0.7,1.5
1600,train,False,Inverted_Cone,Open,1.1,1.1,1.4,0.7
1601,train,False,Inverted_Cone,Open,1.6,0.9,0.8,1.5
1602,train,False,Inverted_Cone,Normal,0.4,1.3,0.0,0.0
1603,train,False,Sphere,Open,1.5,0.6,0.6,1.2
1604,train,False,Inverted_Cone,Normal,0.4,1.0,0.0,0.0
1605,train,False,Cylinder,Normal,0.8,0.8,0.0,0.0
1606,train,False,Sphere,Open,1.6,1.4,0.6,1.2
1607,train,False,Side_Cylinder,Soft,1.5,0.4,0.0,0.0
1608,train,False,Cube,Open,1.4,1.1,1.5,1.5
1609,train,False,Torus,Soft,1.5,1.0,0.0,0.0
1610,train,False,Cylinder,Normal,0.6,0.7,0.0,0.0
1611,train,False,Sphere,Soft,0.9,0.4,0.0,0.0
1612,train,False,Cone,Soft,0.5,1.4,0.0,0.0
1613,train,False,Cone,Soft,1.0,0.8,0.0,0.0
1614,train,False,Cylinder,Soft,0.9,0.4,0.0,0.0
1615,train,False,Cone,Open,1.6,1.1,1.5,1.8
1616,train,False,Sphere,Open,1.3,1.0,1.4,1.7
1617,train,False,Inverted_Cone,Normal,0.7,1.0,0.0,0.0
1618,train,False,Side_Cylinder,Open,0.6,0.8,1.6,0.9
1619,train,False,Cylinder,Open,0.7,0.4,0.9,0.8
1620,train,False,Inverted_Cone,Open,0.9,1.2,1.2,0.6
1621,train,False,Cube,Normal,1.1,0.8,0.0,0.0
1622,train,False,Cylinder,Open,1.5,0.7,0.6,1.0
1623,train,False,Cube,Open,0.5,0.8,1.5,1.4
1624,train,False,Cone,Soft,0.6,0.9,0.0,0.0
1625,train,False,Cylinder,Soft,1.4,1.1,0.0,0.0
1626,train,False,Inverted_Cone,Open,1.5,1.4,1.6,0.7
1627,train,False,Inverted_Cone,Soft,0.5,0.8,0.0,0.0
1628,train,False,Cone,Normal,0.9,1.1,0.0,0.0
1629,train,False,Cylinder,Open,0.5,0.7,0.9,0.8
1630,train,False,Inverted_Cone,Open,1.1,1.0,0.6,0.8
1631,train,False,Torus,Open,1.5,0.5,1.1,1.5
1632,train,False,Side_Cylinder,Open,1.2,0.7,0.6,1.6
1633,train,False,Inverted_Cone,Soft,0.4,1.0,0.0,0.0
1634,train,False,Sphere,Open,1.6,0.7,1.2,1.8
1635,train,False,Torus,Open,1.3,0.9,1.3,1.1
1636,train,False,Side_Cylinder,Open,0.9,0.8,0.9,1.1
1637,train,False,Cube,Normal,0.6,1.4,0.0,0.0
1638,train,False,Cylinder,Normal,1.4,0.7,0.0,0.0
1639,train,False,Sphere,Normal,1.0,1.1,0.0,0.0
1640,train,False,Cone,Open,0.7,1.3,1.2,1.1
1641,train,False,Torus,Normal,1.4,1.2,0.0,0.0
1642,train,False,Sphere,Normal,0.7,0.5,0.0,0.0
1643,train,False,Inverted_Cone,Open,0.7,0.6,1.6,1.2
1644,train,False,Inverted_Cone,Normal,1.3,1.0,0.0,0.0
1645,train,False,Cone,Open,0.5,1.4,0.9,1.4
1646,train,False,Cube,Normal,1.5,1.1,0.0,0.0
1647,train,False,Inverted_Cone,Open,1.3,0.5,1.3,1.4
1648,train,False,Cylinder,Normal,1.6,1.1,0.0,0.0
1649,train,False,Cube,Open,0.8,0.7,1.0,0.7
1650,train,False,Sphere,Normal,1.3,0.8,0.0,0.0
1651,train,False,Torus,Open,1.5,1.0,1.3,1.5
1652,train,False,Sphere,Open,0.7,1.3,0.9,1.8
1653,train,False,Inverted_Cone,Soft,1.3,0.8,0.0,0.0
1654,train,False,Torus,Open,0.4,0.7,1.1,1.7
1655,train,False,Sphere,Open,1.4,1.0,1.4,1.3
1656,train,False,Sphere,Open,1.6,0.7,1.1,0.7
1657,train,False,Sphere,Open,0.9,1.1,1.0,1.7
1658,train,False,Sphere,Open,0.6,0.7,1.0,0.8
1659,train,False,Sphere,Open,1.2,0.6,1.5,0.8
1660,train,False,Cylinder,Open,1.0,0.9,0.9,1.2
1661,train,False,Sphere,Soft,1.0,0.8,0.0,0.0
1662,train,False,Sphere,Open,1.0,0.5,0.6,0.6
1663,train,False,Sphere,Normal,1.5,1.1,0.0,0.0
1664,train,False,Inverted_Cone,Open,0.7,1.1,0.6,1.6
1665,train,False,Sphere,Open,1.6,1.0,1.2,1.7
1666,train,False,Cone,Open,1.2,0.4,0.7,1.3
1667,train,False,Inverted_Cone,Open,0.4,0.7,0.8,0.9
1668,train,False,Side_Cylinder,Open,1.0,1.4,1.3,1.0
1669,train,False,Cone,Open,0.8,1.1,0.7,1.3
1670,train,False,Inverted_Cone,Normal,1.0,0.7,0.0,0.0
1671,train,False,Side_Cylinder,Open,0.7,1.4,0.8,0.7
1672,train,False,Torus,Open,1.1,0.4,0.8,1.0
1673,train,False,Cube,Open,0.8,0.6,1.0,1.6
1674,train,False,Side_Cylinder,Normal,1.2,1.1,0.0,0.0
1675,train,False,Cube,Normal,0.4,0.7,0.0,0.0
1676,train,False,Cylinder,Open,0.5,0.9,1.0,1.0
1677,train,False,Sphere,Normal,0.8,0.8,0.0,0.0
1678,train,False,Torus,Open,0.7,0.8,1.2,1.6
1679,train,False,Side_Cylinder,Open,1.1,0.7,0.7,1.0
1680,train,False,Cone,Open,0.4,1.2,0.9,1.7
1681,train,False,Cylinder,Open,0.8,1.1,0.9,1.3
1682,train,False,Cylinder,Open,1.4,0.8,1.4,0.8
1683,train,False,Cylinder,Open,1.0,1.3,0.9,1.6
1684,train,False,Torus,Open,0.6,1.1,1.4,0.9
1685,train,False,Cube,Open,0.9,0.9,1.4,1.1
1686,train,False,Cube,Open,0.6,1.2,1.0,0.6
1687,train,False,Inverted_Cone,Soft,0.4,0.4,0.0,0.0
1688,train,False,Cylinder,Open,1.3,1.4,1.5,1.3
1689,train,False,Cone,Open,1.2,1.0,1.1,0.9
1690,train,False,Cylinder,Open,0.5,1.1,0.6,1.5
1691,train,False,Cube,Open,1.0,0.6,1.2,1.4
1692,train,False,Side_Cylinder,Soft,1.3,1.2,0.0,0.0
1693,train,False,Sphere,Open,0.8,0.5,1.0,0.8
1694,train,False,Cone,Normal,0.8,0.7,0.0,0.0
1695,train,False,Side_Cylinder,Open,0.4,0.9,0.8,1.2
1696,train,False,Cone,Open,1.0,0.8,1.2,1.1
1697,train,False,Cube,Open,1.4,0.9,0.7,1.8
1698,train,False,Side_Cylinder,Open,0.9,1.4,1.0,0.8
1699,train,False,Side_Cylinder,Normal,0.6,0.6,0.0,0.0
1700,train,False,Side_Cylinder,Open,1.6,1.4,1.2,1.3
1701,train,False,Torus,Open,0.9,0.9,1.3,0.6
1702,train,False,Cone,Open,1.1,1.2,0.9,1.0
1703,train,False,Cube,Open,0.9,1.3,0.7,1.4
1704,train,False,Cube,Open,0.6,0.9,0.9,1.7
1705,train,False,Cube,Open,1.0,1.2,1.2,1.1
1706,train,False,Inverted_Cone,Open,0.4,1.1,1.5,1.4
1707,train,False,Cube,Open,0.4,0.8,1.4,1.8
1708,train,False,Cone,Open,1.2,0.9,1.2,1.3
1709,train,False,Side_Cylinder,Open,0.9,1.0,0.6,0.6
1710,train,False,Torus,Soft,1.5,0.6,0.0,0.0
1711,train,False,Cone,Soft,0.8,0.6,0.0,0.0
1712,train,False,Cone,Open,1.5,0.5,0.7,1.2
1713,train,False,Cylinder,Soft,1.2,0.7,0.0,0.0
1714,train,False,Sphere,Soft,1.2,1.0,0.0,0.0
1715,train,False,Sphere,Open,1.2,1.4,1.6,1.6
1716,train,False,Cube,Normal,1.6,1.0,0.0,0.0
1717,train,False,Torus,Open,0.7,0.7,1.1,1.2
1718,train,False,Cone,Normal,0.6,1.3,0.0,0.0
1719,train,False,Cylinder,Soft,0.9,0.7,0.0,0.0
